,username,comment,date,likes
1025,@silenceman2849,Trump was a real gangster,il y a 1 an,"2 ""J'aime"""
1026,@pargelenis3525,Alpha male,il y a 11 mois,"2 ""J'aime"""
1027,@nogodbutAllah32,W trump,il y a 1 an,
1028,@arifcoco,China!,il y a 1 an,
1029,@user-vh5zh1oq5f,The Pumpkin two face lier,il y a 7 jours,
1030,@danielojeda9902,Trump is the best!!! America needs him!!! America's heart is with Trump and so I am!!!!,il y a 3 semaines,
1031,@israelgarcia6615,Mr biden. How was your coloring book was it fun...... Biden- let me tell you something about that coloring book............ wait .. anyways.,il y a 1 an,
1032,@shabeo,1:53 1:54,il y a 3 mois,
1033,@stevechambers500,"I don't care who the president is.  Shut up when he's talking.  And when he's done with your questions, also shut up.",il y a 1 an,
1034,@shanelowney8612,Yaaaay trump,il y a 1 an,"1 mention ""J'aime"""
1035,@MatthewTaylor-fe9ou,Baby.,il y a 4 mois,
1036,@MacOne53,Must have been looking in a mirror.,il y a 1 an,
1037,@islahbahrawi,Trump 2024,il y a 1 an,"2 ""J'aime"""
1038,@artofwrick,He was a president. Come on,il y a 3 semaines,
1039,@mikeclayton6955,awe   poor baby Donald..  flop around on the floor  like you do at home..,il y a 8 mois,
1040,@francinegagne4359,way to go Trump  2024,il y a 5 mois,
1041,@zynmf9086,Am african and a big Trump supporter,il y a 1 an,"1 mention ""J'aime"""
1042,@RachealCeriani-lh6kt,Can't handle the heat stay out of the kitchen this is Hollywood,il y a 12 jours,
1043,@americanitalianisrael4008,BRING BACK THIS TRUE PRESIDENT. VOTE REPUBLICAN ALL OVER AMERICA IN 2022- 2024. THEN VOTE PRE. TRUMP IN 2024. WE MUST GET BOTH THE SENATE AND THE HOUSE. GET CONGRESS 100%. WIN EVERYTHING. SAVE AMERICA FOR YOUR CHILDREN FUTURE. ONLY VOTE REPUBLICAN.,il y a 1 an,
1044,@ericeasterday5849,"Trump should’ve said, “Get the f*** outta here!!” That would have been hilarious!!!  Trump 2024!!!!!",il y a 1 an,
1045,@joetomczyk7893,"Hey, yous don't know who you tawking twos. Im da king ob da world. I'm  el magnifico, trumptey dumptey. Its gotta be da greatest thrill of yous life to bask in the shadow of my greatness.",il y a 11 mois,
1046,@dominiqueprochasson1815,bataille entre Extreme droite et media d'extreme centre !  PERSONNE de sensé n'a rien à y gagner !  C'est comme d'arbitrer entre un Macron et une Lepen,il y a 11 mois (modifié),
1047,@MW-pi8ql,hes so annoying  keeps speaking,il y a 1 an,
1048,@Javi215SD,Sit Down,il y a 4 mois,"1 mention ""J'aime"""
1049,@flutterboypr6481,What part of THAT'S ENOUFFF didn't Jim Acosta understand?,il y a 1 an,
1050,@mangopeach8233,Realest,il y a 9 mois,"1 mention ""J'aime"""
1051,@steffenrosmus9177,The master of rudeness calling othersrude,il y a 2 mois,
1052,@brendalynnellmurray3096,Don't mess with Jim Acosta. No. No. No. No. leave my Jim Acosta along. Trump...,il y a 1 an,
1053,@Aninebula,Ironic cause we have a 7000 migrant caravan coming right now,il y a 4 jours,
1054,@surjitrai2880,The reporter is very annoying FairPlay trump,il y a 1 an,
1055,@fei5383,I think trump is right.,il y a 1 an,"1 mention ""J'aime"""
1056,@madelinethomasian9156,Cnn is so out of it.    Get real cnn,il y a 1 an,"1 mention ""J'aime"""
1057,@JA-ft1qk,Cnn trump's favorite!,il y a 1 an,"1 mention ""J'aime"""
1058,@IIxMCGOWANxII,Trump is right here what a joke,il y a 1 an,
1059,@laquishatorreswhite9124,Funny how trump seems to have all the answers but as soon as you ask him a question he gets highly upset! Glad he’s out the office ( well back to sleep I go ),il y a 7 mois,"1 mention ""J'aime"""
1060,@muzzmack4228,Trump is the man give me a job mr trump,il y a 6 mois,
1061,@mikeeihusen5194,BOO-YAH!!!!!,il y a 9 mois,"1 mention ""J'aime"""
1062,@Khan-xo8yp,My mind is out I mintal come,il y a 9 mois,
1063,@ciowii2811,Trump so rude,il y a 1 an,"1 mention ""J'aime"""
1064,@j.m.221,Jim had it coming. lol,il y a 1 an,
1065,@CyberpunkAceEdgerunersRaceDamn,Fine,il y a 6 mois,
1066,@bernardchee1658,Oh boy trump roasts cnn,il y a 11 mois,
1067,@davgutie943,Oh drumpf,il y a 2 mois,
1068,@mikep6275,Making you talk liar,il y a 1 an,
1069,@kellyharrison9489,️ ️ ️️ ️ .,il y a 6 mois,"1 mention ""J'aime"""
1070,@omidjan4052,,il y a 1 an,"1 mention ""J'aime"""
1071,@elixr7777,universal mputhpeice.,il y a 2 semaines,
1072,@douglaslucas7612,Hope trump does a Joe Biden and never has a press conference,il y a 1 mois,
1073,@riley2521,Trump 2024 🇺🇸,il y a 1 an,"2 ""J'aime"""
1074,@user-ll9fp8eh8f,"My comments are what the are original,  which you can never be.",il y a 5 jours,
1075,@caseyjonesii6050,Can you imagine if the media attacked old Joe Biden like this???,il y a 1 an,
1076,@nankypooh655,"This man should NEVER have been POTUS, and, hopefully will never be POTUS ever again. And I'm a CONSERVATIVE!",il y a 4 mois,"1 mention ""J'aime"""
1077,@animalhousesanctuary6566,We need this wonderful man back in the White House!!!,il y a 7 mois,"2 ""J'aime"""
1078,@archimedes2261,Admit it America Trump is how a President should talk and respond to questions. Both comfortable and uncomfortable questions instead of just walking away.,il y a 1 an,"1 mention ""J'aime"""
1079,@mauricecaron5030,"Excellent President who makes shut the mouth at CNN  ""reporters"".",il y a 3 mois,"2 ""J'aime"""
1080,@thelongtony,Just like Bolsonaro,il y a 1 an,
1081,@joshuasJR,Skimping,il y a 1 an,
1082,@MaxDamy,2:14 Ifreind,il y a 4 mois (modifié),
1083,@lewish_1476,Well done trump. We all need to enter different countries legally. CNN really do need to shut ul,il y a 1 an,
1084,@Kiltskills,"Donald Trump is a fud. 

The reporter was doing his job. What's rude is publicly calling somebody a terrible person when it's likely Donald Trump has no idea.",il y a 1 an,
1085,@JSC178,"Man, I miss Trump... Total BOSS!!!",il y a 1 an,"3 ""J'aime"""
1086,@ericeverett2353,"Well, turns out Trump was right.  The caravan was not an invasion.  Lol",il y a 1 an,
1087,@user-bh1uc8lw7y,Make a the people (to ) make money,il y a 9 mois,
1088,@rickl659,It was an invasion then......and now with sleepy creepy it's an absolute tsunami.,il y a 1 an,"1 mention ""J'aime"""
1089,@frankmurray5216,Costa was and is tool.,il y a 9 mois,
1090,@Olter_,BASED,il y a 1 an,
1091,@carmenkoening7728,mirror,il y a 10 mois,
1092,@Zero-wl7oe,Trump is the best president that ever existed in the USA.,il y a 1 an,
1093,@milanperisic3636,"Well at least something Trump and I agree on, CNN is just terrible.",il y a 1 an,
1094,@Tierall,"The fact that Trump doesn't recognise that the first job of the press in a democracy is to hold those in power accountable and inform the public, is mind-boggling... This alone should make him unfit for the position for president.",il y a 11 mois,
1095,@suemaddern9317,You must be talking about himself Trump as usual,il y a 1 an,
1096,@emmastewardson6806,TRUMP,il y a 1 an,
1097,@daveinthailand,"Everyone in the US is an imagrant 
Did you ask the native American indians if it was OK for you to come in 
What year did America become a private club",il y a 1 an,
1098,@shanelowney8612,Trump 2024,il y a 1 an,"1 mention ""J'aime"""
1099,@miniaturejayhawk8702,Gigabased,il y a 1 an,"1 mention ""J'aime"""
1100,@marcelog590,Brazil is a mess.,il y a 4 mois,
1101,@Gingersnap_Adventures,"Trump is one of the greatest presidents ever in my opinion, and YouTube may not be the place for me to say that but even in 2023, I think he handled that greatly.",il y a 2 mois,"2 ""J'aime"""
1102,@MrMotherfuck123,Its so cool that the CNN Dude continued - BRAVO !,il y a 1 an,
1103,@jamesrundquist6509,"And the trumpanzee is not,81 million people think so.",il y a 1 mois,
1104,@knighter1209,"people when Biden does this kind of thing: omg so unpresidential
people when Trump does this kind of thing: so true king !!!",il y a 1 an (modifié),"1 mention ""J'aime"""
1105,@Scott64119,Trump 2024,il y a 6 mois,"1 mention ""J'aime"""
1106,@iyaman6681,Trump a the boss,il y a 1 an,
1107,@oj181,trump 2024,il y a 1 mois,"1 mention ""J'aime"""
1108,@sfl6307,LOVE the reporter…..Trump thinks to highly of himself,il y a 1 an,"2 ""J'aime"""
1109,@drgunjanchaudhary5689,Step 1 2 3 process hehe ️,il y a 1 an,
1110,@yadavshyam4546,Donald TRupm,il y a 3 mois,
1111,@dtjiangutube,Trump is brilliant!!! Love him so much!!!,il y a 1 an,"1 mention ""J'aime"""
1112,@SamahMakawy,Now i prefer Donald Trump,il y a 3 semaines,
1113,@HelloHello-gv2gg,Trump is scarier than the preacher from poltergeist 2,il y a 11 mois,"1 mention ""J'aime"""
1114,@johnnygironlopez1671,no son actores,il y a 1 an,
1115,@ErJyotiRNayak,I m in trump side ...,il y a 1 an,
1116,@shirazatm,He was totally right,il y a 1 an,"1 mention ""J'aime"""
1117,@taketotheskies6950,Trump is speaking facs,il y a 11 mois,
1118,@user-fe9ox8gz3s,Based trump,il y a 6 mois,"1 mention ""J'aime"""
1119,@markheimweh6898,Save America again against #45,il y a 1 an,
1120,@nicoleclark5105,Love this! Trump nailed the facts!,il y a 1 an,"1 mention ""J'aime"""
1121,@user-mw3gp1if6o,Bad gas,il y a 7 jours,
1122,@zoranmrdjenovic8127,Trump 2024,il y a 2 mois,"1 mention ""J'aime"""
1123,@oussoubiniakate8412,Je'southient'donald'trump''les'mosque''s'avez'ou'ya'la'verite',il y a 5 mois,"1 mention ""J'aime"""
1124,@doncamillo2758,And he was right,il y a 1 an (modifié),
1125,@salmankhan-vn4jf,Love trump ️,il y a 2 mois,
1126,@victorsalisbury3554,Business  justice 500 trillion top dollar printer bank mint runs rumber pages 500,il y a 4 mois,
1127,@prerna8252,"I really appreciate usa journalists to be blod,straightforward and brave",il y a 11 mois,
1128,@gihdhgj9284,"The rotten department microregionally sparkle because offence unfortunatly cough but a many wood. elated, symptomatic explanation",il y a 1 an,
1129,@MrHailteam,Vote trump 2024 save america,il y a 1 an,"1 mention ""J'aime"""
1130,@sagartrivedi3242,Only trump,il y a 1 an,"1 mention ""J'aime"""
1131,@siddharthsinha4512,Not only acosta was interrupting trump but also made a very silly argument,il y a 1 an,"1 mention ""J'aime"""
1132,@kentam5361,45 is talking about himself. Talk about his wife.,il y a 11 mois,
1133,@aldz_05lashinjey56,That cnn reporter couldn't do that on pres putin!,il y a 1 an,
1134,@Galacalactus,He’s not wrong.,il y a 1 an,"1 mention ""J'aime"""
1135,@mohamedbinelias7357,Hari Jumaat masuk masjid dan waktu solat solat yang cerita batu solat solat cerita ais batu dalam YouTube,il y a 5 mois,
1136,@ruiolavo2426,"Is the Guardian Democrat? 
The tittle is forced narrative, and they the video actually shows Trump having proper arguments, so...
You are shooting yourselfs in the foot xD",il y a 1 an,
1137,@bluehawaii1631,Watching it again. Truly CNN was and is still terrible….,il y a 1 an,
1138,@zayzay97toxhubby,Bring back trump 2024,il y a 1 an,
1139,@bettygray1213,"Funny a Rude Fool Liar
Calling him rude !",il y a 5 mois,"1 mention ""J'aime"""
1140,@colinhafer8781,Imagine being called a rude terrible person by trump the irony of that and the hypocrisy,il y a 3 mois,
1141,@lisagrobbelaar-el6ls,Mr Know all,il y a 2 mois,
1142,@nigelcorney6148,"People don't like Trumps attacks on Reporters,  the reason? He speaks his mind AND is Not afraid to speak it",il y a 1 an,
1143,@carmenkoening7728,you are rudw trump,il y a 10 mois,
1144,@alfredolopez4092,A 1 Term Président  enough said !,il y a 1 an,
1145,@zombierabbit3593,Trump 2024!,il y a 5 mois,
1146,@d.v4141,That reporter from CNN is unmannerly,il y a 1 an,
1147,@Ajk62,Trump is the beat president ever America  produced...,il y a 11 mois,"5 ""J'aime"""
1148,@chrisscott1731,Dido,il y a 1 an,
1149,@blazing289,As a Aussie i am questioning why you guys hated trump so much he was better than the disabled president you have now,il y a 1 an,
1150,@jaredstransky2851,Autocrats are always hostile to peer review. It’s either my way or the Highway.,il y a 2 mois,
1151,@joshuasJR,Are u purging or playing it kuiewhll,il y a 1 an,
1152,@jiejl30,This reporter is terrible,il y a 1 an,"1 mention ""J'aime"""
1153,@mikepoteet1443,I love Trump!,il y a 11 mois,"3 ""J'aime"""
1154,@donnacribb5712,Pretty.  bad CNN,il y a 2 mois,
1155,@estebancastro5530,Viva trump,il y a 1 an,"2 ""J'aime"""
1156,@NemeanLion-,Jim Acosta was incredibly rude and selfish. And I’m someone that can’t stand Trump.,il y a 1 an,
1157,@elizabethblake1140,Trump is talking about himself again.,il y a 1 an,"2 ""J'aime"""
1158,@dmoney3508,TRUMP 2024!!!,il y a 1 an,
1159,@kensweetser6901,How much better were we when Trump was president,il y a 1 an,"2 ""J'aime"""
1160,@robertohernandez9892,He was rude to the reporterHe didnt have to humiliate the reporter in front of everyone.,il y a 11 mois,"1 mention ""J'aime"""
1161,@DeezNuts-xn9kj,This guy is indeed a rude terrible person,il y a 1 an,"1 mention ""J'aime"""
1162,@mohamedelnagdy1714,"Please observe all the terms of Service and all the laws of the entire 73 October on the planet. Every 7.5 billion is 196 billion billion. 196 greatest civilizations, 22 clivization generation 33, 5 clivization 5 clivization, 22 clivization generation 33, 196 greatest clivization, 22 clivization generation 33, 196 greatest clivization δ.All 196 greatest countries, 22 generation countries, 33rd and 196 greatest countries δ. Shut up, Mr. and miss balls, Secretary General, Shut up, all you're talking about are balls of balls that made you sit with balls of balls that can walk with balls in secret, balls of balls that made you cool, balls of balls that should be with balls, so balls should be with balloons. Sitting with the balls before the other 3 balls can catch 2 balls from one ball.. This letter is addressed to Mr. and miss balls. Thanks to Mr Balls for making our balls bigger.",il y a 7 mois,"1 mention ""J'aime"""
1163,@fatfatli1898,,il y a 11 mois,
1164,@puffm696,I hate the fact I disliked Trump so much while he was President. It’s one of those situations where you don’t realize what you have until it’s gone. Biden showed me the light.,il y a 1 an,
1165,@nasgothus,Trump2024.,il y a 1 an,"3 ""J'aime"""
1166,@ruthdevisser6632,They way HE treats people is horrible and HES the liar .CNN just hit a nerve .,il y a 5 mois,"1 mention ""J'aime"""
1167,@delpheus7658,I miss trump,il y a 1 an,"2 ""J'aime"""
1168,@cosmicgxming8808,Lol this entire comment section is 100% conservatives praising trump for everything he does,il y a 1 an,"3 ""J'aime"""
1169,@dawitd.1006,Trump,il y a 1 an,"2 ""J'aime"""
1170,@davidwash2878,Trump roasted him like a bucket of fried chicken.,il y a 1 an,
1171,@landonhayes9067,I love Trump,il y a 6 mois,"3 ""J'aime"""
1172,@lochinver1929,Big baby Trump cant handle simple questions . The reporter owned him,il y a 2 jours,
1173,@twmarr5675,President Trump didn't put up with these sickos. Trump 2024!!!!,il y a 1 an,"3 ""J'aime"""
1174,@saidiraamane8445,Thumbs up to Trump,il y a 1 an,"3 ""J'aime"""
1175,@davehue9517,I wouldn't have ever called on Jim Acosta... he's a waist of CNN $$,il y a 1 an,"1 mention ""J'aime"""
1176,@Andrew-tf5rz,Theatre. US politics is the best theatre.,il y a 8 mois,"1 mention ""J'aime"""
1177,@aakashvenkat2733,"3 years after this and 2 years of Biden’s rule, we all agree on one thing. Trump was way better and was one of the best presidents of the US",il y a 1 an,"1 mention ""J'aime"""
1178,@dorispowers9060,Please more Trump.,il y a 1 an,"1 mention ""J'aime"""
1179,@tinaharris998,Group of migrants,il y a 6 mois,
1180,@mehmetceri1023,King  Trump,il y a 1 an,"2 ""J'aime"""
1181,@nashrinhossain9267,Saev america I have seicates pobleam,il y a 1 mois,
1182,@xxjuicegalaxy6134,Trump 2024,il y a 8 mois,"4 ""J'aime"""
1183,@olivernp7515,"Does no one in the comment section realise what an awful, disgusting and terrible person Trump is?",il y a 1 an,"3 ""J'aime"""
1184,@karthikmohan1539,We all miss Trump. Greatest president in atleast 100 years.,il y a 2 mois,
1185,@atillaozturk7075,Trump is a genuine R Sole,il y a 4 mois,"1 mention ""J'aime"""
1186,@justinez7279,BOOM our GREAT President!!,il y a 2 mois,"1 mention ""J'aime"""
1187,@nellieberkelmans1188,U r rude Trump  let people talk   you can't run the country anymore,il y a 2 mois,
1188,@forrest.0569,lol trump calling someone else an enemy of the people,il y a 11 mois,
1189,@roisoleil8md401,️️️️,il y a 11 mois,
1190,@johnpulse3034,There is no more ruder man than trump @,il y a 11 mois,
1191,@welneker3723,Trump just keeps embarrassing himself,il y a 1 an,"2 ""J'aime"""
1192,@jurajkozmer7510,Still better then Biden...,il y a 1 an,"1 mention ""J'aime"""
1193,@yochanan4261,Go President Trump!,il y a 1 mois,"1 mention ""J'aime"""
1194,@duckzhunfis8950,Trumps very right,il y a 1 an,"1 mention ""J'aime"""
1195,@RiceBoy1975,I love trump,il y a 2 mois,
1196,@frankdick7040,"hey trumf, why so hateful? you should have said ""help me understand"", not ""you are a terrible person""",il y a 11 mois,
1197,@taneishagittens1731,Gc,il y a 1 an,
1198,@joshuasJR,Eyyyyh maralago Jo Ann hectore,il y a 1 an,
1199,@nashrinhossain9267,Peleas save as I have seicates pobleam,il y a 1 mois,
1200,@timodonnell04,I miss Trump,il y a 1 an,
1201,@schplengie1,Trump should be ashamed of himself.,il y a 1 an,
1202,@Xi4V,j,il y a 10 jours,"1 mention ""J'aime"""
1203,@user-xg9lk2ky1q,J,il y a 10 mois,"1 mention ""J'aime"""
1204,@ReginaLynnThomas,Mr Presadent Trump your right and Jeffery Fertig you need to stop the witch hunt .,il y a 1 an,
1205,@suzanneporterfield8726,Trump should be ashamed of himself,il y a 1 mois,
1206,@Adarshpandey938,"Support Trump,🇮🇳🇮🇳",il y a 1 an,
1207,@josephbutros8526,Trump is the Man! TRUMP 2024!!!,il y a 2 mois,"1 mention ""J'aime"""
1208,@rayhaankhan2195,I hate trump. He was already rude and also sabo the reporter.,il y a 11 mois,
1209,@KapilSingh410,Trump 2024!,il y a 1 an,"2 ""J'aime"""
1210,@UnfoundFilms,"Trump’s not very bright, is he? I mean handled this like an actual six year old.",il y a 1 an,"1 mention ""J'aime"""
1211,@claudiabotto3048,Trump,il y a 10 mois,
1212,@MichelSantana-xg5qi,Trump and your beautiful lie.,il y a 5 mois (modifié),
1213,@slifer0081,As much as I hate trump and love migrants I have to say his there was nothing wrong with his use of terminology lol,il y a 2 mois,
1214,@george4821,Trump was the rude one here.,il y a 3 mois,
1215,@billbarbosa4373,You should be ashame  of yourself trump,il y a 11 mois,
