username,comment,date,likes
@lastsam9846,Not justified to use deadly force.,3 years ago,0
@andyfam5613,The restaurant had better footage than the body cam. I wonder why CNN didnt wanna use that footage. Maybe cuz it shows the suspect turning and trying to use the taser on the police.,3 years ago,11
@ghadi202X,so intoxicated he passed out at the Wendys drive through lol,3 years ago,0
@markjacobs3468,"He was drinking and driving. He resisted arrest, and stole a taser and shot it at police. This was 100 percent justified. They call him a good father but he got charged for cruelty to children. He made some stupid decisions that night and it cost him his life.",3 years ago,0
@trevordidham5245,I wonder which one of their news anchors will cry today.,3 years ago,6
@deeply4514,What i dont inderstand  taking the taser gun then  running AWAY FROM THEM why shoot him they had his information he didnt take it then turn to use it on them instead runs away,3 years ago,0
@andym8533,So lets all just ignore the video footage of Rayshard running off with the taser and pointing it a the police. That is why he got shot.,3 years ago,11
@mitchc5538,I’m sorry but why is the media giving this so much coverage? George Floyd’s case was special in that it was so clearly wrong. This case on the other hand is not clear. He shouldn’t have run. He shouldn’t have pointed the taser. When cases like this get so much attention it starts to shed negative light on the larger movement.,3 years ago,0
@zeusincoming282,"But I have to agree, the shooting was a bit much,, he was wanted for DUI ,not Murger or Rape.",3 years ago,0
@BroTalk1000,cops love losing their jobs..smh,3 years ago,7
@blackdollars718,Can somebody explain how 2cops cant contain a drunk man on the floor ill wait...,3 years ago,0
@terrisantiago9128,"Well, what did he run for?",1 months ago,0
@nonombrenoapellido6960,"Thanks, CNN, for editing out when the guy fires at the cop with the Taser as he flees, and THEN is shot. Don't be fooled, people.",3 years ago,19
@realreal8031,"My thing is this , why they shoot to kill ? Why not shoot legs if its necessary to shoot ? Why kill..",3 years ago,0
@garywhitehead6211,There’s only 1 problem here... “CNN reports”...,3 years ago,1
@motzrellagoncha1782,He stole the freakin taser!,3 years ago,6
@bryanjensen5357,Reparations should be paid out of the police retirement fund,3 years ago,0
@kemetTamerikaans1621,Could have just let the guy call someone to pick him up r tell him to uber,3 years ago,1
@pjdurkin8582,This guy should not be dead,3 years ago,5
@stephaniedorene,"Here is the whole police body cam...please watch.
https://youtu.be/DhdpG2XzRXQ

 He's clearly intoxicated and confused...the first officer was right to call for the DUI test. If he drove off and killed someone then what? They were very respectful and did their job. Mr Brooks even said it was ok the officer was doing his job. Why did he resist arrest, punch, wrestle, take his weapon, run and shoot the tazer at them? That's like 4 felony counts. You cannot do that to the police. The tazer could have incapacitated both police officers and then he could have taken their guns. The tazer is a weapon that's why the police have them. It's sad he died but his unfortunate actions caused this.",3 years ago,0
@bones007able,His fault for resisting.... but shooting him for it? hell they had his car... and even some car chases ....cops will forego if there is a danger... but we can't let a drunk go ...,3 years ago,0
@New_Beginnings-zu2ns,I’m done watching the news..,3 years ago,291
@draganradulovic8808,Its fear,3 years ago,0
@josephhoman6562,"First off,you don't resist arrest,second,you don't take a police officers taser,3rd you don't flee from the police..How can police officers do their job correctly when they are being arrested for doing exactly what they were trained to do..",3 years ago,0
@eugenes9751,"That's a lot of editing, even for CNN",3 years ago,15
@mightygod8437,PEOPLE DONT TRUST MEDIA SMFH ️,3 years ago,16
@craphead9842,shot in the back for a parking fine.... sue the Bastards..regards Tony,3 years ago,0
@mandymoore5774,Why is the camera looking up at the sky towards the end? Cop take it off???,3 years ago,0
@betty7522,If he was drinking and driving he could have killed someone....why don’t they talk about that,3 years ago,0
@rayalvarez7247,"Too many overweight, trigger-happy people in law enforcement.",3 years ago,69
@pizzaman9170,"Nah, I got 4 kids. Black, white, red, green or blue. I’m going home tonight to my family and so would all of you, keep it at . Joker should of complied with the officer on this one. This is way different then Mr. Floyd. This had nothing to do with racism. Everything was going smooth until someone started acting like a ass!!!!",3 years ago,0
@mongooselaflair4594,,3 years ago,0
@michaelireland9592,STOP THE MANIPULATION. FFS,3 years ago,9
@MisterGuitarItalia,"I hear THREE shots... three, for an unarmed ""suspect""",3 years ago,0
@landengraham4699,Uhmmm show the dash cam video of the  car where it shows the entire thing .... way to show a body cam perspective that fell off,3 years ago,0
@TankNSSpank,cnn never tells the whole story.,3 years ago,26
@michaeltryon673,This time they had every right to. You run you could get shot. It's the law.,3 years ago,0
@PianistSk8er,Maybe he resisted arrest because he was afraid the cops would kill him?,3 years ago,0
@lynxjackson2779,I can’t believe this is getting so much attention he stole an officers taser and tried to shoot him with it some kills are good,3 years ago,8
@adamtel3521,The police did what was right there is no debate in this.,3 years ago,0
@reginalddavis1619,There was no need for him to run. He would've been home with his family maybe with a DUI and his life,3 years ago,0
@rydah1240,He Was RESISTING BIG TIME. None of this would of happened  if only he cooperated and STAYED DOWN after getting tasered. Sad As it sounds its the guys fault. But I’m sure you guys are still going to push the agenda.,3 years ago,5
@taximan7912,In the first place the police not supposed arresting him he is on private property he's not on the main road,3 years ago,0
@abrahamramirez7239,It’s on 11Alive check it out full uncut footage,3 years ago,0
@cynicaltimber3455,Waste of 2:48 seconds.,3 years ago,8
@trippasnippa119,"a few weeks ago the judge who convicted the cop who shot rayshad and the other cop, charged 2 cops for aggravated assault on college students with a taser. aggravated assault suggests that the weapon they were using was in fact a deadly weapon. If he thinks a taser is a deadly weapon in that situation then why isnt it a deadly weapon in this situation? BECAUSE OF DOUBLE STANDARDS.",3 years ago,0
@ivydoo1886,What they dont show u is him taking there tazer and aiming at the officer but ok,3 years ago,0
@lustxglory,"damn cnn, show the real angle",3 years ago,16
@tjbeatz,Whoever called the cops talking bout son sleeping needs to get klap,3 years ago,0
@mohamedmoustaphadiallo872,Rashard had no malice,3 years ago,0
@Kionnaallure,"I’m about tired of y’all defending the police and acting like you really believe they are scared for their lives. Let’s remember that hundreds of professionals have to deal with crazy and sometimes violent persons daily. Could you imagine a nurse unloading a magazine on a patient who wouldn’t lay down? Seems extreme doesn’t it? The same goes for mental health counselors, therapist and FBI agents",3 years ago,6
@Sho-np2qz,He's trying to fire the taser at the police,3 years ago,10
@1Kratos69,Dood was drunk ass hell I've seen whole video hell he didn't even know where he was,3 years ago,0
@shaec9397,He shot at the cop with the taser,3 years ago,0
@JohnLee-kl4tc,How about shutting up and just showing the full video. This kind of deception should be illegal,3 years ago,6
@MrKongatthegates,Yeah but with adrenaline shit happens,3 years ago,0
@calvinrichardson5852,Quit making excuses for some ones stupidity he should have listened,3 years ago,0
@calebkramer7924,CNN should be a shame.,3 years ago,6
@SilverMac47,You forgot to show the part where he hit the cop in the face. And the part where he shot the taser at the cop. How convenient,3 years ago,0
@erichanhauser3190,Don't drive drunk and resist arrest. Order a pizza.,3 years ago,0
@chewy6942,OH YES WE HAVE EDITED TO OUR LIKING TO ONLY SHOW THE NARRATIVE THAT WILL INCITE RACISM,3 years ago,172
@chouyang9174,What happen if the teaser hits the officer in the eyes???,3 years ago,0
@mariamedina6744,"Let me get this straight he fell asleep in a parking lot of Wendy's ,,and the breath test show he was drunk
This is my intake he did the right thing by sleeping it off instead of being on the road really oh but he was black is that the case he did nothing wrong but play this safe",3 years ago,0
@rosh469h,CNN is doing a hell of job fanning the flame...,3 years ago,11
@leysanderson,Wait a fucking minute - they get him to drive then arrest him for driving?!,3 years ago,0
@brandondiaz565,"Stop commiting crimes, its to bad we cant just speak the truth anymore.",3 years ago,0
@billyJean281,Later On they burned down Wendy’s for the killing,3 years ago,154
@ChinaLake100,The only thing I got from this video is that he tried to run away when he got caught. I feel like anyone who does that literally should’ve been aborted,3 years ago,0
@danielclesse6272,shortened? so mayve needed footage to understand is cut out?,3 years ago,0
@HitmanStark,"VladTV has the 2 hour body cam on his channel this early morning, CNN you’re getting slow",3 years ago,6
@BeefGold,He lost focus.,3 years ago,0
@paranoid9678,"he stole a police weapon after attackin police and fires it at the officers of cause he was drunk
he was so drunk he didn't know that it was only a taser it is possible that he thought it was a gun",3 years ago,0
@lorkkbryant,"Show the entire tape.. come on cnn.. just be honest, Seem like you guys like starting crap.. Just be honest",3 years ago,5
@debiekins4108,He was found sleeping in his parked car not in motion.  He wasn't driving.,3 years ago,1
@horsejunkiebdo2615,"Resists arrest, assaults police, steals weapon, fires weapon at officer, officer shoots...nothing to see here.",3 years ago,0
@bewokelastdon7132,It has nothing to do with race man,3 years ago,6
@johnjusticeshow,"There is absolutely no debating this, that guy was bat shit crazy and attacked the cop , stole his taser I mean did everything wrong ...this is suicide by cop",3 years ago,0
@deniskim8176,Should have just aimed at the leg. Cant blame the officers though.,3 years ago,0
@Sho-np2qz,"They forgot to mention, CNN edited",3 years ago,11
@scott22ist,A darn mess.,3 years ago,0
@chrisisrael4201,What's the purpose for showing this video to the public? Don't fall for it,3 years ago,0
@Erik-rc7iy,Hey CNN show the part where the guy assaults 2 police officers takes one of their weapons and uses it against them....,3 years ago,14
@matthewdepersiis8231,It’s going to be reasonable force,3 years ago,0
@bradywindham8739,The police were in the right,3 years ago,6
@SuperBullaMan,"They had no right to arrest him for sleeping in his car. How many times white boys do the same thing and they take the keys and have someone come pick him up. Secondly, it was a taser, I don't agree with him snatching and firing, but he must have been mentally anguished and scared. Two wrongs does not make it right. He did not have a gun, they could have shoot to injure!",3 years ago,0
@lisamackenzie4140,"I have an idea, don’t fight the police",3 years ago,12
@jaymason480,Of course CNN is not going to go the extra mile and show where this guy took the officer's tazer and tried to use it on the cop,3 years ago,0
@chriswhited,"that video is chopped all the to hell.  if you watch the video that ends as the tussle starts WHICH IS 45 MINUTES, then you'd see the way this is edited makes it look like some rash decision.   First the guy was given TWO OPPORTUNITIES  to park and sleep it off.    First time the guy passed out AGAIN.   The first time the officer had to beat on the window, open the door ....kept trying to get him to wake up.  Had to actually poke him to wake him up.  .........tells the guy to park and sleep it off.   officer is walking back to his car turns around to watch.  car ahead of the guy that was passed out moves up, guy doesn't move the car.   OFFICE GOES BACK .......dudes passed out AGAIN.... THEN AGAIN the officer says just pull over there and sleep it off.   So this time the guy actually does drive the car over to park it.  As the police officer is going back to his car the driver of the white care goes over the curb.  You can hear the office giggling when this happens.      i stand corrected, the video is 43 minutes long which includes the shooting..... dash cam.... you can here what's atleast a second tazer shot going off plus the 3 gun shots.   but we saw what happened with the wendy's cam.   We know he was shot and killed and was firing a taser at the officer during that segment",3 years ago,0
@PercalTM,"Driving while intoxicated, Fights cops, runs away and then try’s to tase the cop. I’m a POC how was that not justified?",3 years ago,5
@naebutter3967,Th officers should be brought up on charges they patted him down he had no weapons he wasnt a danger to himself or others the police had no right to shoot him and kill him smh. The police need new training why when they guy who shot the ppl at church was not shot? Seems like the police see a Black person and forgets we are human too,3 years ago,0
@samlev5997,CNN lies...he tased the officer & missed,3 years ago,19
@joeearley3351,Shot in the back twice.the cops knew who he was.cant let it go and arrest him later? So the cop shoots a father of 4 down like a dog. What value do we as Americans put on human life?  Why couldn't family be called to just take him home? And sort it out later? There is a better way to handle the situation.,3 years ago,0
@bonnierothschild1131,This on call for justice n reality need to balance they level like foreally naw,2 years ago,0
@andyle604,Wendy’s lives matter,3 years ago,5
@mojaco999,"I'm sorry but.. failed sobriety test, resisted arrest, stole a police weapon, attempted to use that weapon against the police. Shooting was justified but I hoped it didn't kill him.. just incapacitated him.",3 years ago,0
@davidlevingstone4429,They have his car let the guy run away and catch him later,3 years ago,2
@gladiator_games,Iam Latino and we know if you drink and drive and get busted. you have to do the time when you do the crime. Why was rayshard fighting and running??? Just take the arrest and get out the drunk tank tomorrow.,3 years ago,0
@moodaamoodaa8624,"That’s on him , he should have never ran. would of spent a night in jail and went about his day . Y’all make it hard by running.",3 years ago,0
@user-ji5ii7th1c,l`m done............,3 years ago,6
@boyboyboy704,Why the News don’t show him saying please let me walk home,3 years ago,1
@montana7544,ohh irak needs freedoom and democracy,3 years ago,5
@gmanning4881,"denigrates the police but, 1st to call 911 when the shit hits the fan",2 years ago,0
@quandodingo4.04,The guy was already running white shooting from behind no fair,3 years ago,0
@OmgAuntySuzanne16,Don’t edit,3 years ago,151
@GamesTube80,Why not calling a police chief from Atlanta?,3 years ago,0
@parkerplace2910,Is there a chance Jusse Smollett is somehow involved with this?,3 years ago,0
@SSniperFly-lr7zb,CNN's got some great editors!,3 years ago,24
@mrstevens70,So they shot a fleeing suspect!?,3 years ago,1
@heathercantley2609,You're news. Stop shortening clips. Show it all,3 years ago,0
@griffithandy2950,Also don’t pass out in a drive through and expect a nice awakening.,3 years ago,14
@Khaab93,Shit here we go again. WAVE 2,3 years ago,0
@pkasb90,Does he own the white car?,3 years ago,0
@MichaelJames-zm8qc,Would they have gone after him if he had grabbed the cops gun instead of a taser.??,3 years ago,14
@garysaran,Don’t ask for CNN to be shut down. It’s better the devil you know than the devil you don't. Atleast we know who they’re.,3 years ago,0
@mikestanfield7514,be that unreasonable and unkind and the arrogance of that police officer could have let him e=walk home hell gave him a ride home let him call someone to come pick him up.... I wonder how many jobs that father held down to be that tired ? I did not know in this day and age police officers performed their duties in this way...just because of your skin and your culture.,3 years ago,0
@SSniperFly-lr7zb,"""shortened and combined two police angles"" I think you mean, purposefully remove the good parts and forget that he stole and shot a taser at the officers.",3 years ago,14
@lialaliala2968,Who shot who?,3 years ago,0
@robertbabb,the cop was wrong but do what the cop tell you too do he was drunk jail is much better then dead,3 years ago,0
@1941392,Why are all these “good family men” always out late at night and drunk?,3 years ago,7
@DRGUKIINAUGANDA2016,you see a cop on the ground,3 years ago,0
@ljc6535,Can police not chase ...ok he shouldn't have fought back and ran but shoot ?? Too much shooting over nothing.,3 years ago,0
@Crunchy-nh1yw,He was running. There is no threat there. Why are all these police shooting black men as they are running. Wtf is going on here.,3 years ago,10
@daeneydirusso4069,"This footage tells a fuller story: 
https://www.youtube.com/watch?v=hnRuWcgflaE",3 years ago,0
@tukinooen1815,"OMG, dont make one that withstand  good police a hero AGAIN, that just insane. Dont make the police loss their dignity. We need them to make our the community save. What is happening in police depart. they are so week now, cannot protect their own man. why every time some one mush up all of the sudden the police get punish, so stupid.",3 years ago,0
@MichaelJames-zm8qc,Sleeping under the influence.. not driving. .,3 years ago,19
@joshuadukes652,Pay attention kids thug life=thug death. Your conduct dictates your consequences.,3 years ago,0
@kemetTamerikaans1621,"How do u get a DUI. While sleeping in the Parking lot. 

Not driving on public road",3 years ago,0
@johnathansmith3819,"Of course, this is CNN, with an AGENDA, never forget!!! Now, Let us consider the facts:
* man, sleep at the wheel in a Pick up Window proves to be over the influence.
* He is peacefully in the process of being arrested, possibly for DUI. 
* He fights, escapes, taking the Officer's Tazer and - on the run - points that weapon at him, as he escapes.",3 years ago,9
@mikea491,A tazer can kill of used improperly,3 years ago,0
@walterhigo7658,This case has nothing to with race.,3 years ago,0
@jaymohwilliams3810,"The law enforcement should be disarmed of mortal weapons. They can keep the Baton, flashlight, pepper spray, and taser. No guns whatsoever that way at least it's fair when multiple cops surround you",3 years ago,0
@humblebeauty5469,"I don't care how you ""try"" to justify what happened here it wasn't worth him losing his life. When did shoot to kill become the protocol for a suspect fleeing after resisting!?!?!?!?!?",3 years ago,0
@battle2267,If you have 1000 volts of electricity being fired what do you do,3 years ago,0
@Oshow-zg7vw,Do they train people on the hood to resist  arrest? And take a weapon? And run? And point stuff at cops? WTF.   It’s not a target he got shot.   He was stupid,3 years ago,0
@imo1933,"He wasn't in the act of driving and he wasn't in the act of drinking, so what was he being arrested for?",3 years ago,1
@BaSsGaZ,"Look guys, the use of lethal weapon is the only thing that would justify using lethal force. Taser isn't a lethal weapon. The dude was DRUNK, you guys are judging him on things he did while he was DRUNK..",3 years ago,0
@shadowhalk225,CNN I can't believe how manipulative you're being.... wow,3 years ago,7
@sevit4u,I TOLD YOU COPS ARE OUT FOR BLOOD.(MORE THAN AVERAGE),3 years ago,0
@sochibiguite3257,Plis not 'shorten' and 'combine' the video...,3 years ago,0
@lifeisgood8634,Be a man before you become a police,3 years ago,0
@lilflexlewis5802,There r done.. do u have a weapon... no .. Pat's him down.. nothing .. and still shoots him,3 years ago,0
@gutz1981,The man was armed and dangerous the second he got into a 2 tone moving vehicle and drove it around and did not care. I have lost a good neighbor who left behind two kids cause he was waiting at a traffic light waiting to turn green when a drunk truck driver wiped him out. Stop pretending this was an innocent man who was shot for no reason. Go see the other footage.,3 years ago,1
@pedrojoubert3471,Go ahead Mrs Ramsay and said he did nothing wrong it was police fault right,3 years ago,0
@MW-dd8vk,https://youtu.be/E2JwKAQVVVw full body cam footage for anyone who asked,3 years ago,0
@jakobbennett540,"No need to burn down shit for this one. You punch a cop, steal his taser, and fire said taser at a officer, you get shot.",3 years ago,0
@olyolu2337,Ok so what part of I’m not armed don’t u get ! ?,3 years ago,0
@jon3193,Im against racism but It was self defense.,3 years ago,1
@matthewrichardson828,"I'm googling ""8 year old girl shot in Atlanta CNN"".  This is the video coverage.",3 years ago,1
@willywalter4939,Show the video of him shooting the taser at the cop,3 years ago,0
@lahlor5352,Video leak police....you can see the entire thing,3 years ago,0
@mojomac9438,"Cops with no face masks or gloves again, as with George Floyd? Nothing strikes folks as odd there?",3 years ago,0
@makkahel7326,He did not kill anyone in a wreck. He was sleeping. They should of respected him 4 that but no they tried to kidnap him taser him 4 resisting to go to jail. He told them what it was. Folk tired of cops pulling the trigger on them. Its a new form of lynching.  No reason to shoot him from running. They had his car. No reason to fear his life cause he ran off with the taser. Tell his wife and children how much you owe them atlanta. Nothing has changed in america.,3 years ago,0
@bhrondapinder4091,Do we really need to keep watching these snuff films to get it?,3 years ago,0
@jenniferviles9275,so criminals can do whatever they want and get away with now. this is getting stupid and out of hand.,3 years ago,2
@a.v.k.9794,"The complete primitive American way of law enforcement! In Germany the guy has to step out and is asked to do do immediately an alcohol test by breathing in that test thing. If he is clear he can go. If not he has to hand over the car keys. A cop is parking the car at the side and secures it. Later the man gets a ticket, maybe a day in court for being drunk and driving. That's it. There is no reason ever that a gun must be pulled in this case! And the guy has never a reason to feel threatened! Learn a thing or two from other civilized countries, people!",3 years ago,0
@Joshua-cf6io,But he took the taser. He shot it at the cops and what if he stunned the cop grabbed his gun and killed the cop. The cop was more than justified. The guy should have just complied.,3 years ago,0
@francoischarbonneau9447,"The one thing I wanted to see was, did the officers get his info, like a drivers licence? If so, and did you see his car? Not an old piece of crap, so after the scuffle and the chase begins, if he`s so dangerous with a Taser then stop the pursuit, tow his car, pay him a visit the next day, arrest him for DUI, resisting arrest, assaulting an officer, stealing a Taser, he`s gonna go down big time, NO NEED TO SHOOT AND KILL.",3 years ago,0
@nikcole-bone-8241,"This man was sleep-- in his car-- in a drive through.... Probably tired, maybe working 2-3 jobs... had a drink and fell  asleep,, why not just explain that your taking him in just to sober up for his safety... Because technically,,, the car was not in motion...it was stopped.. .  Maybe that would/could  have changed the out come of everything..",3 years ago,2
@blackpanther7253,All the cops across the nation should go on strike.  Then America will see how important these guys are when these criminal start breaking in homes and looting.  I bet America will have a change of heart then.,3 years ago,0
@RELAX-iw2fe,Trigger  happy cops,3 years ago,0
@tammybarnes2541,"The black men need to learn an old song "" I fought the law and the law won""   if black men are supposedly so terrified of cops why they fighting and resisting. Duh  they were very polite and even asked if he needed an ambulance they didn't know if maybe he was sick but then he goes berserk and becomes a threat",3 years ago,0
@33none42,they already had him...his address...catch him at home 3 hrs later...everybody's happy.....?,3 years ago,1
@blkhistorydecoded,Why doesn't the body cam show the breathalyzer results?,3 years ago,0
@anthonybourdon4642,"good thing cops got the real video ,  give the cop a trip to Disney World and a shrink.",3 years ago,1
@hadisharif4932,"It is funny to me reading comments people are going at each other saying you black you white you brown you pink you yellow.
The problem is not with color or race problem is with the structure of our society gambling, alcohol, guns,prostitution, cannabis,high tax and interest rate broken families father's absent from child's life. I mean common and list go on and on iam not trying to preach but how you going to treat a disease with out finding a root cause of it.",3 years ago,0
@AreYouFinnished,"The guy overpowered two officers, took a taser, and fired it at an officer. Let's say the police follow the CNN example, don't use deadly force. Guy runs, deploys taser on cop #1. Cop#2 is now alone. Seeing as both cops couldn't subdue him, what's to say cop #2 is also subdued, a weapon acquired, and an officer killed? He already showed belligerence and intent to resist. Had he simply ran, he wouldn't be dead. Had he simply ran, he would not be dead. But because he grabbed the taser and deployed it, he poses imminent danger to the officers, lethal force was justified",3 years ago,0
@bubgum00,"The guy resisted arrest, fought with both Officers, punched one in the face, stole the Officers taser then turned around to tase the Officer which if it hit him the Black guy could have taken the Cops gun so , the Cop shoots him..SELF DEFENSE BABY....If that idiot would have let those Officers put the cuffs on him he would still be alive.",3 years ago,0
@Jutubowiec1,Why it's  important to notify by media about skin color ?Is it racism or instigation?,3 years ago,0
@ugoudi8503,"Lets not mumble the facts here. The officers did not witness him driving and swerving and suspected intoxication. The guy was not driving under the influence of alcohol. He parked on private property and blocking a queue. He moved the vehicle based on the officer’s instruction. And they confronted him in a private property, presumably asleep, and they suspected he was drunk.",3 years ago,0
@gutz1981,"Say this dude landed that taser on the cop and knocked him out. Now the cop is helpless to be beaten to death by this guy. He was not unarmed and he was clearly acting dangerous. CNN, I am blaming you for all this hate between people right now cause you are doing all you can to keep this going for your own agenda.",3 years ago,1
@csknight8815,Shorten 45 minutes into about 1 minute sure,3 years ago,0
@maxmt4325,"The guy was a thug. Driving while intoxicated, resisting arrest, stealing the cops taser and firing at him. The cop had every right to defend himself. And they are trying to give him the death penatly. I hope the cop wins",3 years ago,0
@ODIINFIRE,Looks like murder,3 years ago,0
@averylogan6832,"Admit it, you came here for the comments.",3 years ago,0
@alanp9416,This is such manipulative bull shit. He was armed when he stole he taser from the cop and tried shooting him with it. This shitty news story doesn't emphasize hat part or show that clip.,3 years ago,1
@TheCombrade,"Yo got no idea what yo was doing, and it happened to be a bro in law enforcement.
Blaim the evolution, things happened as they were.",3 years ago,0
@davidhunt9143,"We have new videos! But because we're CNN, we're not showing you all of it",3 years ago,0
@SuperKelt,so   i guess  we issue butterfly nets to police officers when dealing with black  suspects  assaulting police  and trying to flee the scene... i guess just have him go sleep it off come back and buy him breakfast .?accountability goes the other way too.this isnt george floyd,3 years ago,0
@rasdasa,"Why are you not showing the part where he takes the officers taser and shoots it back at him?! Man, you people are so  dishonest, Jesus. Supposedly he also punched the cop in the face beforehand.",3 years ago,0
@alphaphotoandvideo,The black guy will never run away again lol,3 years ago,0
@manmadegod100,It was murder.,3 years ago,0
@williamphillips2671,"Sorry but you fought police and then ran, you don’t deserve to get away and do it again and possibly hurt someone next time",3 years ago,0
@Mcord11758,Cop deserves to be fired for not being professional enough to handle the situation without lethal force.  On the flip this guy resisted arrest and stole the officers taser and attempted to use it on the officer.  This will never result in a murder conviction and is not a good case to try and use to advance a police brutality agenda,3 years ago,0
@albertocortez5400,nice 45 second video cnn!,3 years ago,2
@stevengamber,Why run. This is why people get shot. When a cop said something just do it. Fight about it later,3 years ago,0
@nickking9568,Guy assaulted the police and it is his fault he is dead,3 years ago,0
@dabricorn6140,Fake news! He points something at the officer first! They are not showing this!,3 years ago,0
@Studderzify,Y'all wanna mention how he stole a cops taser? No? That would paint him in a bad way? Like he's a criminal with a criminal background and warrants? And yet the cop lost his job for doing HIS JOB. This country is on fire and all we care about is skin color,3 years ago,0
@xuechengouyang5309,Now you show me this?,3 years ago,0
@Raven-ox2nj,POLICE LIVES MATTER,3 years ago,0
@dzlf2504,Just like the news. Cut the film edit it. Then show to the public. 40 min video we'll show the camera on the ground.,3 years ago,0
@arshadmuhammad2246,Still dont know why they were arresting him. A guy is sleeping in his car and he gets arrests.  Dont know what the hell is this . Comments from pakistaan.,3 years ago,0
@rjdodgerz2776,Why resist arrest? It’s shit like that is what gets you shot. I’m sorry but this guy put himself in a bad situation.,3 years ago,0
@jeremygrillo7157,"I will be honest. They should not have shot him. It was murder.
But he was drunk and ffs he fell asleep in the drive through and blocked the traffic.
And why did he run away? It makes me so angry, he had no reason to run,  he had broken the law and was  going to prison to be processed for drunk driving. He would have been out by now. Don't fucking run.",3 years ago,0
@romeobordios7524,"Second wave of protest, I mean LOOTING ..",3 years ago,5
@sticksstones2757,100% Justified. Just sayin.,3 years ago,1
@HOTtNESS144k,"Another brother shot in the back while running away smmfh!?.... The LORD will avenge innocent blood shed of His people"" Joel3:21(NIV) and if you look at the earth HE is not a lair according to MATTHEW24! Anybody with any sense is focused on salvation so regardless if devils like these coming knocking on your door you already got the victory etherway it go!! Love Blessing and Strength to the family of the victim!!",3 years ago,0
@StreetKid..,I BLAME CNN FOR THIS,3 years ago,1
@radenwirahadian9069,Why cop didnt shot his leg??,3 years ago,0
@zerk1563,"It was cringeworthy to hear this many lies come out of this guy's mouth.... 
Then stole a cops taser and shot it at them? Lethal or not, it could have ended up that way if he had struck the officer and then took his gun.",3 years ago,0
@jayuyano10,He dropped his body camera cause he knew he was gonna shoot him,3 years ago,0
@dougpierce1407,Here we go again! Keep on fanning the flames CNN.,3 years ago,0
@patrickdoss25,"Fires a taser at him, responds the bullets... yeah the gun was not necessary.  I don’t care if you want to argue he “attacked” the police, THIS right here is what we’re talking about.  The police are supposed to DEESCALATE a situation, not respond with deadlier force!  He didn’t have to fire his gun at a man WHO WAS RUNNING AWAY.  Aren’t police supposed to be trained to handle situations like this without having to resort to lethal force EVERY time?  Where were the fucking rubber bullets in this situation?  The cops go for their guns EVERY. FUCKING. TIME.... this is why we need police reform.",3 years ago,0
@hamed3423,You shouldn't resist ever. This one i'm not supporting. He shot at cops and resisted arrest. He was drunk as hell and we need to stop normalizing this in the community.,3 years ago,0
@youdamanyoudaman,Cnn really does try to twist everything,3 years ago,0
@Bradyvilleboy,CNN never gives the whole story. This man chose a very bad path.,3 years ago,0
@emodemocrat6281,https://www.youtube.com/watch?v=hnRuWcgflaE full video,3 years ago,0
@jondc32,Ridiculous reporting,3 years ago,0
@waywardson9548,,3 years ago,0
@krismorgan1405,You guys are manipulating the angle show the other angle,3 years ago,0
@dopeskaterat95,He fucking ran away with the cops taser,3 years ago,0
@scottcasey9240,CNN has shortened the video to fit their narrative.,3 years ago,0
@oso0012,"I'm a huge supporter of the defund the police movement, but this was clearly not police brutality Rayshard completely messed up. should he have died no and it's unfortunate but this is not the same as Goerge Floyd and I hope the movement doesn't stick to its guns on this on when there is clear evidence of police brutality elsewhere.",3 years ago,0
@jayta906,Known criminal and child abuser dies. It isnt a tragedy. There fixed title,3 years ago,0
@cesartrujillo8813,So now all attorneys are black to? lol come on man come on this is getting rediciulus,3 years ago,0
@tonyjenkins7156,"Yet again, police escalating to kill. Protect and Serve = Point and Shoot",3 years ago,1
@akelaforte3520,"Apearantly CNN is as bad as the prosecutor office at ""losing"" footage. What happened to the footage of dude throwing and landing punches on officers?",3 years ago,0
@BT_Spanky,"CNN trying to spin the fact. 
I still don’t understand why he tried to run away then grabbed the taser and points it at the cops.",3 years ago,0
@jaydawg7820,"Hey Look i'm a fairly liberal democrat ...but, Why did he Fight and Run ? .. Did he really think he could get away with a DUI ?  My brother got a DUI sitting in a parked car listening to the radio in front of my house ..",3 years ago,0
@Wachofeo,America strikes again!,3 years ago,0
@georgeanumba5527,Well the World is watching America is finished,3 years ago,0
@garbi27,The police is justified in this case,3 years ago,0
@kehao,"I mean, if the guy ran away. you still have his car's number details right? oh gunning him down makes lesser report? oh...",3 years ago,1
@theanonymousone9668,That was perhaps the most pointless use of narration EVER.,3 years ago,0
@zmaxpro5681,Now spect The CIVIL WAR,3 years ago,0
@IsaEire,"I don't agree with gun use but why are the US police always shooting at the chest and head, do they not have training for shooting there legs and arms -as a last resort scenario",3 years ago,0
@DogScience,Tennessee Vs. Garner.,3 years ago,0
@streetevenkeepnmhits,"This is far different issue with George Floyd and the rest. first of all, you are resisting arrest, second your taking a taser and using it against a law enforcement officer, pretty dumb move I would say. Your sleeping at the wheel at a Wendy’s drive thru dumb from the beginning. Officers were doing there job. Stop making all cops look bad, there are good ones out there just doing there job feeding there families.",3 years ago,0
@icaruseffect4072,Suprised CNN didn't blame it on covid..,3 years ago,0
@dylantortosa7678,What  if we  kissed  at the ruins  of Wendy's,3 years ago,0
