username,comment,like,date,comment_length
daeneydirusso4069,Also way to omit the best angles I believe some news organization in Atlanta released the full bodycam and dash cam footage of the incident which shows everything in extreme clarity They omit the clear footage of the shooting to leave it to your imagination as they tell you how poorly the officers handled the situation,0,2020-11-13 10:40:59.345294,325
DrReaperJones,somehow only half the people can read It says bodycam video shows moments leading up to fatal shooting and with her saying that its new video its meant to add to the video that was already seen which included the taking of the empty taser and him fleeing we already have seen that footage theres no editing out anything its just an additional input into the case,0,2020-11-13 10:40:59.345294,367
dwaynearthur2804,If he wouldve done what he was dupposed to do he would still be alive  He brought this on himself,7,2020-11-13 10:40:59.345294,98
questioneverything7339,"This is what a police state looks like 
He made a mistake and wasnt in his right mind He stated he was an emotional situation with visiting his mothers grave hes been drinking maybe he was scared because he knows what happens quite often as a black person in police custody",0,2020-11-13 10:40:59.345294,281
engdaa,Not condoning what he did running away with a laser pistol and threatening to use it is never a death sentence in any civilized society I do not believe the cops life was threatend whatsoever,0,2020-11-13 10:40:59.345294,195
liamjay6181,You missed the part where the dude pointed the cops taser at the policeman,1,2020-11-13 10:40:59.345294,78
donzo3j,"Suggestion  People should not be murdered for falling victim to a physiological response fight or flight  
How about we add an additional fine to adults who run from the police maybe 1k Which will be paid by the suspect if there is proper picture ID  Let them run offer a rewards for info once that person is arrested Be fine pay the rewards  collect fine from suspect By either garnishing wages levying their accounts taxes etc But its okay if that person isnt an immediate deadly threat to people around himher",0,2020-11-13 10:40:59.345294,543
markgrant5396,Over and over and over I am reading these comments and again they are missing the MASSIVE point the police CANNOT discharge their weapon unless they are in Danger Not if the suspect is resisting not if he runs away not even if he grabs a taser it has to do with the Officer being in Danger None of those were in play as the suspect was fleeing and the Officer choose to discharge his weapon,0,2020-11-13 10:40:59.345294,398
musiccommands8615,To those curious in the full video Rayshard takes the cops stun gun and tries to shoot the cop with it With everything in mind I still dont think that warrants shooting him in the back with a real gun,6,2020-11-13 10:40:59.345294,207
tracyis300,The cops panicked and opened fire when they seen that he took the taser they shouldve just called in backup and pursue the guy,4,2020-11-13 10:40:59.345294,131
sonk-rays5798,The thing is didnt have to kill him I think he was just complying initially but he should have never fought back He put the cops in a difficult position But the cops could have also taken his keys and drove him Then issue a summons so you can appear in court,2,2020-11-13 10:40:59.345294,263
ryanmax-grappler8654,Man I got a job Aint even gonna protest this one You shouldnt assault cops and steal a taser,47,2020-11-13 10:40:59.345294,96
44125,This guy doesnt mention the perp took the taser and while he was running away turned around and pointed it at the officer all this guy had to do was go to jail sleep it off and he would still be alive today Its his own fault,0,2020-11-13 10:40:59.345294,232
kylewashington6635,So they werent strong enough or fast enough to catch him and just shot him smh,1,2020-11-13 10:40:59.345294,79
davidflaherty8592,The officer got his feelings hurt in the scuffle so he shot Rayshard in the back Therefixed it for you,12,2020-11-13 10:40:59.345294,106
lukek8357,The thing Im looking at is the driving under the influence issue This car appears to be stopped and parked with him asleep in the drivers seat Yes I know hes not properly parked but until the officers asked him to move and park in a specific spot can you call it driving under the influence,0,2020-11-13 10:40:59.345294,296
danlivewell2853,The pat down for weapons didnt look very through  The officer at that point didnt believe he was armed however weapons are sometimes missed  The struggle ensued  the taser was taken from the Officer  Charges went quickly from suspected DUI  to Resisting Arrest  Simple Assault to a forcible felony of Strong Arm Robbery when the Taser was taken Theft of the Taser Aggravated Assault by pointing  Firing at the Officer  The Taser when fired by the fleeing felon is the first shot heard and seen  It sounds just like a firearm when discharged  The Officer then discharged his weapon  Put yourself in the Officers shoes would you be in fear for your life in those split seconds and at that point  Does the Officer have to engage in another struggle with him and possibly have his gun taken and used on him  There was nothing racist about this incident  Watch the 43 minute Officers camera  The force continuem scale went from one end to the other with deadly force being used against a forcible fleeing felon,0,2020-11-13 10:40:59.345294,1030
Besteverscenes,In our country they dont shoot you in this type of situation they beat you up and make you realize that this was a bad idea,0,2020-11-13 10:40:59.345294,123
toddbertram6556,Georgia law a taser is considered a firearm and 2 weeks ago a tazer was ruled a deadly weapon when used on a citizen,0,2020-11-13 10:40:59.345294,118
brainwashingdetergent4128,Everybody talking about calling an uber Dude should have called one before he left the house How about that,49,2020-11-13 10:40:59.345294,110
timothykozlowski2732,Dont start a fight with the police,13,2020-11-13 10:40:59.345294,36
petepete2284,I can see why a man with skin  not  white would be afraid of any cop all the time  What MUST be going through  Rays  head is  I dont wanna die  so Ill run away I see a man afraid for his life   and wow   what do ya know  he was right   POLICE NEED TO BE TRAINED DIFFERENTLY  IF THEY WANT TO SURVIVE,0,2020-11-13 10:40:59.345294,307
dgwristen,to the cop that shot rayshard brooks  did it embarrass you of how he got your taser  how do you feel after shooting and killing him as opposed to what all cops are trained to do you should have wounded him  and if you need three bullets to wound a suspect  you should never have been allowed to be on the force in the first place  i find it hard to believe that you were that bad a shot,0,2020-11-13 10:40:59.345294,393
Usernameusername206,Lesson here is dont resist the Police and dont fire a taser gun at them,12,2020-11-13 10:40:59.345294,75
2002sandy2002,Its easy to monday night quarterback the situation after watching the altercation multiple times in slow mo from the comfort of your home Their need to be a link to the nearest police department recruiting office in ever comment section,1,2020-11-13 10:40:59.345294,241
undeadwaluwugi758,Why show only the bodycam though There is an entire part thats missing The part where the man tries shooting an officer with a stolen taser,1,2020-11-13 10:40:59.345294,143
JKis_right,But the cops have his carthey should have just waited for him to come back for his caror just impound the car and either pick him up at his house or when he goes to retrieve his car,9,2020-11-13 10:40:59.345294,191
steverowe3,Youre right Charles because having a cops Tazer is not being armed,0,2020-11-13 10:40:59.345294,68
dende890,The critical point is not the what happens in the video but how people behave in a stressful situation because every such killing is starting from the one an only point  disobedience to the police Its not like a Black man was walking doing nothing and they just shot him even before he turns his head in their direction All who were shot were this or that way refusing to be arrested On the other side no one even the police officers said that they are people and are afraid when the situation from peaceful going to danger and their adrenalin uncontrollably going up the heart starts pumping more blood into the veins for the burst of energy the brain is frantically searching the unconscious mind sorting thousands of previous situations for the reaction and action to protect their life or just from a harm,0,2020-11-13 10:40:59.345294,819
thomasrogers9146,JUST LET HIM GO GIVE HIM A RIDE HOME YOU DO NOT HAVE TO ARREST HIM,0,2023-01-17 10:40:59.345294,69
OmaOmaO,just for more clarity theres another that has the perspective of the dashcam Its much clearer Though I think its pretty obvious from this video that Brooks was resisting,0,2020-11-13 10:40:59.345294,176
stornkolson,I do feel bad that a guy got killed but ive been busted before and even if i didnt grab the cops taser if id have run they woulda shot me im sure  at that point you cant run from the cops,0,2020-11-13 10:40:59.345294,192
KenCook,You left out a lot Firstly they asked him to move TWICE He actually went back to sleep after the first time then asked him,11,2020-11-13 10:40:59.345294,126
Jason-fw2rc,"So heres the information Ive gathered from other videos since CNN loves cutting out that good important stuff 
The officers had a chat with the guy for a good while to which he admitted and the officers also did the breathalyzer test that wasnt shown in this video because CNN loves to cut out that important content and he was way over the limit After learning that hes way over the limit the officers try to make an arrest but things get antsy and the dude begins to struggle against the cops taking one of the officers taser and begins to take off while he takes off he points the taser and SHOOTS at the cop right behind him and yes he actually shot the taser watch this video",0,2020-11-13 10:40:59.345294,695
WINGUS,If he gets away you have his car and identity Put a warrant out for his arrest Dont stop his life because he is running from you Cops are too proud and bloodthirsty to let an unarmed man run away and try to arrest him later,1,2020-11-13 10:40:59.345294,229
DonLytle68,Yep officers treated him with respect and everything was great right up to well ur under arrest,0,2020-11-13 10:40:59.345294,95
walterbrown2425,Nothing to see here The officer did the best he could Its sad that this has to happen,4,2020-11-13 10:40:59.345294,90
marineidebalzer3776,The policeman has to listen  and after  see what type the help the person need Special  with if dont have  drugs  or guns When you shut  somebody if your life in dangers But dont  do for killing,2,2020-11-13 10:40:59.345294,202
poeticallyso6129,"So he flees he lives another day for you to catch him and bring him to justice

You shoot so that he doesnt flee and catch him dead What good justice is this",66,2020-11-13 10:40:59.345294,163
michaeleverest3487,Ok to help clarify what happened yes he resisted arrest and took one of their tazers attempted to flee and during that moment turned and possibly fired the tazer Now under their laws they CAN NOT use deadly force on suspects unless a life is in actual danger and not doing so would mean a loss of life That he had their tazer does not clear the officers for the use of deadly force because a tazer is a non lethal device And they patted him down and were about to cuff him  which suggests they felt comfortable he had no weapons on him before the tazer,6,2020-11-13 10:40:59.345294,560
adamsanchez5740,Taser a nonlethal weapon thats used to incapacitate someone Vs A gun a weapon that has the potential to Maimekill someone So Im not understanding how people are gonna try and defend this when it was a dui but as soon as he runs away the gun is pulled out,9,2020-11-13 10:40:59.345294,263
awokenajin6620,125 That one guy that recorded the fight,1,2020-11-13 10:40:59.345294,42
pn3940,I hear blame on the police side but I never heard any single suggestion from these leaders telling people NOT to resist arrests  And obviously dont run away dont take tasers from police  How do we know that he intoxicated didnt even think that was a gun  That kind of action is criminal,0,2020-11-13 10:40:59.345294,298
Droskie83,"Usually when one is drunk they dont make good decisions Perfect example
Tons of footage failed sobriety test and attacking an officer 
Cant fix stupid",0,2020-11-13 10:40:59.345294,158
FAVanguard,When someone fires a taser that you  yourself was prepared to use on him that doesnt warrant a lethal force in return The decision to use a gun was disproportionate to the threat of a taser,7,2020-11-13 10:40:59.345294,191
marcwareham9351,Ive seen the whole arrest 45 mins of it The police did a great job but the suspect made a mistake grabbing the taser arming himself Its tragic but suspects need to comply What if he tasered the police then took the gun,0,2020-11-13 10:40:59.345294,226
hawaiiopihi,Since Ramsey took the taser is it possible that he could shoot the officer stun him then go back and get his gun and do something more  While that could be possible since there were two officers it makes it difficult to understand why they officers had to use deadly force in the moment BLM However we need to also give officers that risk their lives to protect us everyday the opportunity to hear their story as well  Also must say that this guy also did not have to get shot if he didnt run and take the taser from the officer What was he thinking,0,2020-11-13 10:40:59.345294,564
mrsrockofagesusa6046,Dont resist arrest its that simpleif you do theres not going to be a good out come ,0,2020-11-13 10:40:59.345294,88
simpleman8055,The last time I checked when you get in a fight you take the chance of killing someone so in my book that would be selfdefense after attempting to murder a cop by punching him in the face then he turned and try to shoot another cop with a Weapon,3,2020-11-13 10:40:59.345294,246
faustomadebr,Blocking the path DUI resisting arrest and not on this video assaulting and officer with a taser while trying to scape What can we expect from this,0,2020-11-13 10:40:59.345294,153
growthisfreedomunitedearth7584,Doesnt justify the shooting at all  But it was informative and I appreciate the transparency,6,2020-11-13 10:40:59.345294,95
Spherex,Perfectly justified  Dont wanna get shot dont take a police officers weapon and fire it at them  This guy TOOK the officers stun gun away from one of the officers and then fired it at them as he ran away  Anyone trying to make this out as him being unarmed is purposefully leaving out the truth,0,2020-11-13 10:40:59.345294,301
supporterofeverythingyouli6255,ANOTHER EXCELLENT EXAMPLE OF HOW DRUGS AND ALCOHOL ARE ALWAYS THE COMMON DENOMINATOR BEHIND EACH AND EVERYONE OF THESE INCIDENTS,7,2020-11-13 10:40:59.345294,130
EdugeBDroN,"I dont care what they show us the man was asleep in his car 
They have no business talking to him beyond checking if hes dead or alive 
Once he woke up they should have left without him having to open his door",0,2020-11-13 10:40:59.345294,216
PeepGame21,They couldve simply given the dude a ride home you see he didnt want any problems to began with,3,2020-11-13 10:40:59.345294,98
atlguera564,"Most of our phones are NOT WORKING for basic calls here in Atlanta
Anyone else experiencing this ",0,2020-11-13 10:40:59.345294,105
bokkeumjaeyuk3391,WHY DID CNN EDIT THE VIDEO TAKE OUT THE PART WHERE HE TOOK THE TASER GUN,170,2020-11-13 10:40:59.345294,73
KnightDriveTV,Im thinking a GREAT lesson literally everyone can learn is if you choose to not get into a brawl with police officers and fight to steal their weapons while intoxicated  your chances of survival go up exponentially  Crazy concept to put together butIm betting hed be alive had he not decided to get into a fist fight while drunk with the cops   I could be wrong butIm just glad all those people at Wendys lost their jobs now who have families to feed  Makes senseyeah,0,2020-11-13 10:40:59.345294,492
pancakewafflesoup8156,This doesnt show what happened at all in the video from the front of the police car it shows the suspect grabbing the taser out of officers hands and then shots it towards the other officer who has his taser out The suspect misses and the officer misses too Then the suspect attempts to flee with the taser hence the officer needed to shot him Sad avoidable but the officers were out of options,0,2020-11-13 10:40:59.345294,400
Vini-fq6zk,Did they kill a guy because He was drunk This is unbeliavable,0,2020-11-13 10:40:59.345294,63
curtiskellam5358,An unarmed man resisting arrest is not a capital offense  A man running away from a police officer even while firing a taser at that officer is also not a capital offense  So this incident should not have ended with Rayshard Brooks being shot to death,0,2020-11-13 10:40:59.345294,255
leomartin5965,The BROTHER WAS STRONG AS HELL  HE GOT AWAY FROM TWO PIGS ,0,2020-11-13 10:40:59.345294,60
khriskeane6800,This overall was just a bad situation it was very unfortunate,12,2020-11-13 10:40:59.345294,62
jonathanulloa1109,This is why cops need to take JiuJitsuJudo or any MMA class so lethal weapons dont need to be used because even a taser can be lethal on someone with a heart condition,0,2020-11-13 10:40:59.345294,171
Morn2moon,WATCH THE FULL CLIP for yourselves What strikes me about ALL these circumstances is each victim was breaking the law in some way or another hence why the police were there in the first place So whatever happened after that especially in this case the victim brought upon himself When honest decent people are randomly picked up and shot by police that will be a discussion worth having But in these cases ARE YOU KIDDING ME The Devil is a LIE,0,2020-11-13 10:40:59.345294,468
asablack1364,I dont care what color you are You pull a stunt like that youre going to get shot and deservedly so YOU CANT DO THAT HIT Its just bad parenting This is what happens when everyone gets a trophy and there is no father around to kick a when needed Its a tragic situation,0,2020-11-13 10:40:59.345294,282
JamesDavis-mg8ih,This was NOT a racist shooting or death The guy was intoxicated The guy resisted arrest The guy ran away and tried to turn around and use it on the police In defense the police shot him in the altercation It is hard to judge the police with what happened this night Let the FBI review it under investigation but this officer did his job He did not deserve to lose his job,1,2020-11-13 10:40:59.345294,392
javieremoya,"These were his options
his options were 
1 resist arrest
2 resist arrest and run",0,2020-11-13 10:40:59.345294,82
erickagrant7646,Wheres the fight and the taser being stripped from the cop Way to go CNNgreat coverage,7,2020-11-13 10:40:59.345294,92
tshepomarumo1344,everybody wanted to go home after that incident so sad On this day resisting arrest would be the stupid thing to do i dont understand why he did,0,2020-11-13 10:40:59.345294,148
jcruz6453,You shouldnt use deadly force but if he hits the cop with the tazet and then takes his gun He had already taken the tazer I just dont get why they dont just take one shot that isnt lethal The guy would stop at that point,0,2020-11-13 10:40:59.345294,229
Nanaivko,The guy appears to have taken one of the cops taserwatched another video of thisI dont get it why do they need to kill him if he is running It would be quite enough to shoot to injure i think,0,2020-11-13 10:40:59.345294,204
gapyrodawg569,Dont forget folks while your feeling sorry for him Had he gotten away Atlanta Fugitive Squad would have been looking for him this week He was going to prison for his actions after the attempted handcuffing This man did everything wrong one could do from that point forward He wasnt killed a Racist cop looking for blood he got himself killed by being stupid AF and its evident to any sane person Once you get to fighting with the cops all bets are off and anything can happen regardless of race sex or state of mind  For those that say they couldve let him walk home Had he come back and got that car a hour later the Atlanta police department wouldve been held accountable had he hit and killed someone Remember folks he was so drunk he passed out behind the wheel This wasnt a man that had a few beers and got caught He had enough to pass out Either he cant handle his alcohol or he over indulged and put others at risk driving  Ive seen people get DUIs on there own street if the keys are in the ignition and your under the influence Its a DUI plain and simple Plus what really pisses people off had this been a white man you wouldnt even know his name but because its a black man shot by a white officer his actions are dismissed and its automatically the cops fault I hope this officer Sues the shit outta the city and your a fool if you think he will get convicted This man attacked these 2 cops he literally punched them several times He was going to prison had he gotten away All on camera too,1,2020-11-13 10:40:59.345294,1549
RoadTripA1A,Why was the officer fired,0,2020-11-13 10:40:59.345294,26
pt3022,Cops these daysDont Comply you gonna Die period,99,2020-11-13 10:40:59.345294,54
Nutzac,This is one of the legit borderline situations that shooting a suspect COULD be justified,3,2020-11-13 10:40:59.345294,90
tylerbutler3360,Taser is less than lethal                              In Georgia a taser is considered a lethal weapon,5,2020-11-13 10:40:59.345294,106
RayTutajjr,IF HE IS RUNNING AWAY YOU LET HIM RUN AND LEAVE YOU  GOT HIS CAR THERE RUN HIS LISCENSE ETC CATCH UP WITH HIM LATER  If he wants his car tell him come down to the station and get it  No sense killing a man,0,2020-11-13 10:40:59.345294,213
mjoh090,How does that police officer and the police force justify killing a person by shooting them in the back as they are running away from a suspected DUI having previously confirmed that the individual was unarmed with a deadly weapon The reckless disregard for Rayshards life demonstrated by the police officers decision to fire his weapon into the back of Rayshard as he fled indicated the degree to which Rayshards life mattered to that police officer  Rayshards life did not matter to that police office The unwarranted deadly force used by the police officer who shot and killed Rayshard as he attempted to run away amounts to murder,0,2020-11-13 10:40:59.345294,647
briankeyes268,"Well they knew who he was had his car and they could have just gone to his home and arrested him
I never understand why they shoot people who run Maybe they need some better fitness training if they cant run down a chubby man",0,2020-11-13 10:40:59.345294,231
dixiecup6668,I will never understand shooting someone running away,5,2020-11-13 10:40:59.345294,54
smittynumber1812,Imagine being a cop and getting overpowered by a drunk dude who just woke up They should be fired just for that,7,2020-11-13 10:40:59.345294,112
bubba14life,Duanes honesty,0,2020-11-13 10:40:59.345294,15
davidwislowski6351,Now i know the reason why i was never hired as a police officer,0,2020-11-13 10:40:59.345294,64
yang-it-yin7002,I believe that in this in particular situation is not even remotely the same as the Floyd and countless other situations I think it is important to make a distinction that way unnecessary attention cannot lessen the justified gains for change that that Floyd tragedy has provided There is plenty of issues of wrongful conduct and how The Police officers handled this particular case and their use of deadly force But I cannot say it was racially motivated,0,2020-11-13 10:40:59.345294,460
crimecentralnow,what if the drunk guy that took the cops taser actually hit the cop with the taser and he runs and grabs the gun and shoots the cop or an innocent stander  If he is drunk and grabs a taser what makes ppl think he wont grab the gun,0,2020-11-13 10:40:59.345294,233
denverbroncos3843,Yes edit out the parts for the he punched the cops in the face if he would have complied you would be alive,9,2020-11-13 10:40:59.345294,108
AK33M,I understand that he shouldnt have resisted arrest and was driving drunk I know he took their taser But I still dont think they needed to shoot the man,0,2020-11-13 10:40:59.345294,156
michaeldileo8815,"I cant see why anyone would want to be a cop anymore  This is such a risky job that doesnt pay enough for all the shit you have to deal with
For all the good officers out there and there are many thanks for all you do
blacklivesmatterbluelivesmatteralllivesmatter",1,2020-11-13 10:40:59.345294,273
kafaya77,guy had some drinks and probably smoked some weed having a good night he had a good 3040 years of life left but he decided to resist arrest  smart move  he probably had some priorswarrants or something  i committed a crime once and the cops pulled up behind me and I just unbuckled my seat belt but didnt get out because I didnt want to get shot and waited for them  they opened the door and got me lol i didnt resist,0,2020-11-13 10:40:59.345294,427
Si1verRaven,I have to keep it real he should have just gone into custody with DUI he would have been out the next day This is not all on the officers this time Didnt have to shot him but if the taser incapacitated the cop everything on his belt including his firearm could be taken Bad situation for all involved but this isnt like what happened to Floyd,0,2020-11-13 10:40:59.345294,349
antess1446,Stealing a taser is still no reason to kill a Person,0,2020-11-13 10:40:59.345294,52
3PacBack,I would like to see the police camera front of the vehicles,219,2020-11-13 10:40:59.345294,60
vincef7487,"Rayshard Brooks DID THE RIGHT THING He may have been too drunk to drive He didnt continue driving He pulled off the road to sleep it off which eliminated any chance of him becoming a hazard to anyone or anything 
His family should lawyer up and seek whatever compensation can be had in order to get the point across that CHANGE needs to happen",0,2020-11-13 10:40:59.345294,350
empathyman3436,Take his keys and let him go When he comes to get his keys when hes sober he also receives his DUI citation,2,2020-11-13 10:40:59.345294,113
michaels3203,He was restless tired whatever Hes falling asleep OK I get that but the line was moving forward obviously no other customer was blocked from getting service He was moving forward in line No criminal activity was taking place Whose the Karen that called the cops on him I bet the caller feels pretty guilty as well,0,2020-11-13 10:40:59.345294,324
dominickray5103,In the original video BEFORE THIS WAS RELEASED You can clearly see that he took possession of the polices weapon and aimed back at them,0,2020-11-13 10:40:59.345294,138
dustinlynne2697,How many warnings did the guy get,0,2020-11-13 10:40:59.345294,34
Squidbillies1000,Running away with a less than lethal weapon does not require deadly force,13,2020-11-13 10:40:59.345294,74
henkfourie9862," hes not in possession of a firearm so he cant hurt you  
proceeds to grab taser yes the taser is nonlethal but if he tases the officer then he could take the officers gun could he not  ",6,2020-11-13 10:40:59.345294,193
marisol8924,When i was in high school they taught us how to behave if we ever got pulled over by an officer My school had all races including whites Is that still not taught in schools If not then that should be something BLM should be asking for when requesting policy changes,8,2020-11-13 10:40:59.345294,272
chrisgedde6560,He probably thought that the officer was planning to take his costo card,0,2020-11-13 10:40:59.345294,73
fredthompson1674,My step dad was a sheriff for 30 years Hed just let the drunks run and watch as theyd gas out several hundred yards away Later on he worked the K9 unit for about 6  years and NOBODY ever ran or acted up We cool Problem solved more police dogs,1,2020-11-13 10:40:59.345294,251
christru22,The cop shouldnt go to prison yeah he could of solved this without his weapon but shit happens in the heat of the moment Yeah he dodged that taser and the guy probably planned to keep running until he got away This same shit happened last weekend where the cop actually got hit by a taser but they never killed the guy Not everybody will respond the same,0,2020-11-13 10:40:59.345294,362
CaptainOnyxShow,Its deadly to have a taser specially one that does not belong to you,7,2020-11-13 10:40:59.345294,71
ChiefJayBinns,"Checks car finds nothing
Checks person finds nothing
Find zero drugs or drinks in the car
Gives field sobriety test and he passed",0,2020-11-13 10:40:59.345294,129
williwub3648,"Although the cops assumed that the driver was drunk they told him to move the car and then charged him for drinking and driving

One should definitely not fire a taser towards a cop",0,2020-11-13 10:40:59.345294,184
jrbland18,the POLICE would have finished arresting him and trying to put handcuffs on him this man would have been alive Instead this GIY started fighting POLICE and pulled the taser from cop Started running and turned around and firedtazer toward cops Then 1police officer shot him and then they did CPR  on him  Sorry this guys life ended but if he didnt do what he did he would still be alive,15,2020-11-13 10:40:59.345294,394
jacantu10,"The Officer Tatum YouTube channel has the angle theyre not showing you  And he even explains why deadly force was justified

Highly recommend his channel I love his videos at least most of them Even if you are a Leftist itll provide a distinctive view of officers",0,2020-11-13 10:40:59.345294,275
awahpahpow7735,You have his car You absolutely should have let him go Get him later,0,2020-11-13 10:40:59.345294,71
1deepstar,So cops couldnt handle a drunk guy sleeping in his car without shooting him Looks like they spent too much time training to kill and not enough time on handtohand and grappling skills,14,2020-11-13 10:40:59.345294,187
sarnahudane4583,Well one thing is for certain he wasnt that drunk if he overpowered and managed to take a Tazer from and outrun TWO cops That man was not drunk  Not forgiving his actions but it could have been handled differently  This did not require getting shot in the back three times simply because he was outrunning you the man had no deadly weapons on him,0,2020-11-13 10:40:59.345294,355
ckaz007,Brooks made a plethora of bad choices the night he was killed including fighting with the police resisting arrest firing a taser at the police and having the munchies and falling asleep at the Wendys drivethru,0,2020-11-13 10:40:59.345294,217
hastinmartin4247,2 ppl died in police custody in my city today,0,2020-11-13 10:40:59.345294,45
mr.nobody4385,So we really not gonna hold this man accountable for ANY of HIS actions that lead to the shooting EVERYTHING is on the police officers Its okay for him to act the way he acted but regardless of that they should have made sure he was safe I dont think the police did anything wrong If he cooperates fully hes still alivethe police isnt forced to react,1,2020-11-13 10:40:59.345294,367
rebelgordo2339,If that  cop just stood there got out his notepad and brainstormed some ideas this wouldnt happen,0,2020-11-13 10:40:59.345294,99
starrwashington557,"He fought with officers and tried to steal their taser then ran off
Theyve burned that branch of Wendys down
Uh",227,2020-11-13 10:40:59.345294,116
Rugaworldpeace,Should of been DUI resisting arrest and if u wanna stack the books felony assault may even be able to sprinkle with a deadly weapon it should not be a death sentence And if 2 cops cant subdue 1 drunk man I really think they need more physical training,0,2020-11-13 10:40:59.345294,254
MatthewMoscotto,Big issue Cops didnt even explain thoroughly to him why he was being taken Definite feeling of ambush But this man resisted arrest got in to a fight with 2 officers grabbed a taser went running and while running turned back to shoot at a cop That was the perfect recipe to get shot and killed In these harsh times they were better off letting him run and just using the info from his vehicle to track him down and arrest him within 48 hours,0,2020-11-13 10:40:59.345294,455
jimmiranda7181,Legal limit in Atlanta Ga is 08 so he was legally drunk Why did he run Maybe he had a warrant suspended license Stolen vehicle If not why run,0,2020-11-13 10:40:59.345294,149
rickcook7987,Is it possible for a policeman to shoot at a nonlethal area of a human being If theyre trained to ShoottoKill at ALL times then this practice REALLY needs to change How FK sad for this mans family And if he just would have complied,0,2020-11-13 10:40:59.345294,245
littlelady.7vidhyavishal376,Its not ok to shoot at someone that running from you point blank You alone use the damn gun if your life is Threaten They are wrong they should know how to handle this situation without using a gun A teaser can also kill a person The police department is doing but harm to the public damn how many people going to die in order to see some real change smh,0,2020-11-13 10:40:59.345294,360
libtard678,Resist arrest fight two officers on ground take taser and point it at police Wonder why he got shot,9,2020-11-13 10:40:59.345294,103
ApothecarySong,Im pretty sure deadly force was warranted because if the cop was tazed the suspect who was already violent could grab his weapon and put more people in danger  Hopefully we learn more  Moral of the story is dont fight with the cops  Dont commit crimes and youll never have to be in that position,0,2020-11-13 10:40:59.345294,306
mitchc5538,Im sympathetic but if hed just complied hed probably be leaving the drunk tank right now,0,2020-11-13 10:40:59.345294,91
tomdairy4305,If he wasnt drinking and driving this would have never happened,4,2020-11-13 10:40:59.345294,63
saint6563,"Cops not hired to be Judges
not hired to be Jurors
nor hired to be Executioners
Any Cop doing any of those actions",1,2020-11-13 10:40:59.345294,117
Cadmus9501,Imminent danger you say well in the full video when the police officers try to arrest him the man resisted arrest fought them off and then one of the cops uses his tazer which didnt work At that time he grabs the cop arm and tries to take away the tazer from the police officer at that point the cops had no choice but to open fire Its all on the full lenght video this video makes it seem the cops shot him for no reason,0,2020-11-13 10:40:59.345294,432
cameronsullivan6745,The media is killing this countrys soul,10,2020-11-13 10:40:59.345294,41
jeffrymceden4423,Okay okay He was being compliant He was unarmed Up to the point where he was being arrested for an infraction that didnt require you to be arrested just send him home he did everything right I dont know why he was running away but killing him was just plain stupid,0,2020-11-13 10:40:59.345294,277
danchavez8987,It seems to me that the shooting was uncalled forif the officer was alone and was going to be tased while chasing hima different storybut if the one cop of the two that shot him felt like someones life was in danger from a tasersays all cops endanger lives every day using tasersyou cant outrun a radio and they had his car,0,2020-11-13 10:40:59.345294,344
phillip505,I feel like the audio of the shots tell a lot Shooting once at the guy would would be ok as he fired at police first but three times Three times is shoot to kill and completely changes my viewpoint on this as being too much,1,2020-11-13 10:40:59.345294,227
ramonaclo7646,Is it possible to take the guns away from police Or get permission to use deadly force,0,2020-11-13 10:40:59.345294,88
Emzyenerosisor,You dont have the right to kill a drunk person,0,2020-11-13 10:40:59.345294,47
Banana-wu6te,"2 Wrongs Dont Make A Right
He Was Wrong For Resisting Arrest BUT The Officer Was wrong for using deadly force",10,2020-11-13 10:40:59.345294,110
davecooke7868,The police need tactics like choke holds to subdue a suspect that is fighting with police  the only thing is when you have the suspect under control its time to release choke hold and put suspect in car which they did not do in Floyd case It wasnt the knee on the neck it was the timing once he had Floyd restrained he should have put him in the car  and thats why they are charged with murder because all three cops had their knees on him,0,2020-11-13 10:40:59.345294,445
greyfortitude18,For some reason This was a bad timing and i feel bad for the family of the officers who lost their job and probably being life threatened right  this time when all they did was do the calm process and had to defend themselves Race is not the issue here,0,2020-11-13 10:40:59.345294,255
jeffmahoney1271,Is this expert on drugs they patted him down so they knew he was unarmed did he miss the part where the guy stole a taser,1,2020-11-13 10:40:59.345294,128
professorfarmgirl9662,Can you be armed with a taser If so he was not unarmed  Too bad he turned around to shoot because looks like he might have gotten away if hed just kept running,0,2020-11-13 10:40:59.345294,166
jamesellenberger7345,Our whole country is in turmoil from the issue in Minneapolis Let the suspect go as he runs away Who care Have his car impounded He had no weapons This is just fueling the fire Bad judgment call on the officer THINK,0,2020-11-13 10:40:59.345294,223
relentlessruthie9758,"Im not watching the news anymore Ive been so focused on watching every news network at night time that I even go to bed way past 9pm and this is not ok 
Im done Ill come back whenever we have positive news Im over it now Im over it",223,2020-11-13 10:40:59.345294,242
shawnm.7450,Watched the whole 42 minute long video and the guy definitely was wrong Cop was wrong for not shooting legs as well because how he was behind the suspect he couldve shot the legs just as easily he did the upper body,0,2020-11-13 10:40:59.345294,219
israeldaniel9268,It was a short ranged non lethal taser againt officers with armor The taser missed and it only has 1 shot So they coulda tased him the partner whos taser wasnt taken and apprehended him The shooting was unjustified as the suspect didnt have  a weapon to use against the officers in that momemnt anymore,0,2020-11-13 10:40:59.345294,310
4as749,So did both body cams fall off Where is the footage from the camera thats not on the ground,0,2020-11-13 10:40:59.345294,94
