username,comment,like,date,comment_length
officialdakstudios589,Bro Homie doesnt realize who hes arguing with,0,2022-11-13 10:40:59.345294,47
Trump...,He was just such a rude person I cant  stand people like that,10,2021-11-13 10:40:59.345294,63
Zaltic,I miss Trump as a president Strength and leadership is something America needs right now,0,2022-11-13 10:40:59.345294,89
ashrafchoudhry5894,That is how the media in Pakistan should be respected,0,2020-11-13 10:40:59.345294,54
patrickfurlong9169,They ask Biden what kind of ice cream he is eating,2,2023-02-16 10:40:59.345294,51
Sam2.0574,Gosh I miss this so much,0,2023-06-16 10:40:59.345294,27
Homo_sAPEien,Thats ironic coming from Trump because I would describe Trump in the same way,1,2023-08-15 10:40:59.345294,79
lahemlahe,146 I thought trump was going down and knock the reporter,50,2020-11-13 10:40:59.345294,58
JazzLowrider,Im not a fan of the media with their tricky questions but Trump is not exactly honest person  so go figure,6,2021-11-13 10:40:59.345294,108
chrisdell5679,I have bad days in 2021 But I remember I dont hear him as much anymore and things are suddenly wonderful,1,2022-11-13 10:40:59.345294,108
hasbor,Why they didnt they remove him like they do to other people,0,2023-08-15 10:40:59.345294,60
mr2nut123,For those familiar with the programme Dads Army this is the US equivalent,0,2023-01-17 10:40:59.345294,76
CanadianMonarchist,It takes one to know one,0,2022-11-13 10:40:59.345294,25
riametarmando2724,Im on trumps side for the first time,36,2020-11-13 10:40:59.345294,37
ErikS-,"The president has a point here The reporter is claiming all the time and doesnt respect that other reporters also want to ask questions
The reporter also asks these kinds of questions to irritate Trump",0,2020-11-13 10:40:59.345294,204
frogtaco9591,How many times did Trump call someone else incompetent and negative Way too many time for a president,0,2020-11-13 10:40:59.345294,102
TheHollandHS,224 lol the ending of THE GUARDIAN went perfect at  the reporters head,0,2022-11-13 10:40:59.345294,71
nemanjaradojkovic7646,This Is why Trump won again he Is the BOSS At 011 come on shuu,0,2021-11-13 10:40:59.345294,68
PeterBornAgain,If the President told me thats enough I think I would stop talking common sense is it not,2,2023-09-14 10:40:59.345294,94
Fake-rt9uk,"148
LOL SHE JUST SNATCHED IT OUT OF HIS HANDS LMFAO",494,2019-11-14 10:40:59.345294,52
jackjacky5729,Love him to bits Wish we had Trump running UK as well,0,2020-11-13 10:40:59.345294,54
danoliver8804,What a Circus  Highly entertaining,1,2023-03-18 10:40:59.345294,36
dustinprewitt,He hurt the orange trolls feelings ,0,2022-11-13 10:40:59.345294,38
BarrageHero,You may not like him but he has the Charisma to win again this year,3,2020-11-13 10:40:59.345294,69
OmarPerez-cq7zf,Trump should have said Would You Shut Up Man,0,2022-11-13 10:40:59.345294,47
truthseeker1181,I love this President Hes got guts he is so real CNN is a joke,60,2020-11-13 10:40:59.345294,68
amyma1076,Whatever it is He is the president of the US Those reporters should give him some respect,0,2020-11-13 10:40:59.345294,92
dinguschrist5276,"Not a Trump supporter not even American but that reporter is really rude Trump had valid points in his argument and the reporter just went on and on
The Guardian is really insistent on hating Trump Rude horrible person isnt an attack its just stating rude manners",0,2022-11-13 10:40:59.345294,272
sonicandshadowplayz,This got me lol,0,2022-11-13 10:40:59.345294,15
240plazer6,"Trump calls him I rude terrible person and Then trump throws out an insult and refuses to talk to him
According to trump that is the reporter being rude",0,2021-11-13 10:40:59.345294,155
mrnounderscore1430,ok just sit down,0,2023-05-17 10:40:59.345294,18
happygustofwind1610,I dont like trump but I dont blame him  for responding like this I mean that reporter was just RUDE,17,2021-11-13 10:40:59.345294,103
MinorScalesMajorFuckups,The reporter did not know when to stop That was rude indeed Trump did not attack him,0,2022-12-18 10:40:59.345294,86
viantzpradz4771,Donald loves shade Its like watching Real housewives of Atlanta,1,2020-11-13 10:40:59.345294,70
truthreallyupsetsmostpeopl759,I love it And they dont listen either  Ummmm yeah hes GREAT,1,2023-03-18 10:40:59.345294,64
chrisbassartist4344,Who was being attacked here He was right and the state of the country today shows just how right he was about everything,0,2022-11-13 10:40:59.345294,121
disneyhansonfakaosi1108,The greatest President ever to lead USA,3,2023-10-14 10:40:59.345294,39
shahzamsuleman9933,try this on an African or Asian president youre gone,270,2020-11-13 10:40:59.345294,55
endlessctrl,trump being president was such a fever dream,0,2022-11-13 10:40:59.345294,44
sammy7640,I love President Trump He tells the truth,0,2022-11-13 10:40:59.345294,45
markwalker1741,Imagine Jim Acosta as a guest for dinner  The Chicken noodle soup should have used Chinese noodles not American noodles  Ah no the FDA has a warning against Chinese noodles The American noodles are fineAcostaI have Chinese noodles in my pocket I can improve your wifes chicken Noodle soup,0,2023-03-18 10:40:59.345294,316
nicktran2753,To be honest most policies proposed by Trump make a lot of sense and benefit America We have to agree that the immigrants shall come here through a legal process and legal channel but I hope he can change his style and become less vocally offensive to his opponents He would have been a great leader if he had shown his humble side and been diplomatic in public,1,2021-11-13 10:40:59.345294,366
Geoffzilla,Rude terrible person insults rude terrible person,0,2022-11-13 10:40:59.345294,54
HowardARoark,Very well said Donald ,16,2019-11-14 10:40:59.345294,23
cliffmatthews6577,Trump is Brilliant ,1,2021-11-13 10:40:59.345294,20
MoeMoe-oe5bi,Trump has very rounded phonetic method in vowels with his lips of mouth,0,2022-12-18 10:40:59.345294,74
jnreese83,143  Trump was on his way to scuffle,0,2022-11-13 10:40:59.345294,37
roquitoroque7198,I love Donald Trump My respect to him ,2,2023-07-16 10:40:59.345294,43
johnpaterson4680,WELL SAID PRESIDENT TRUMP ,2,2022-12-18 10:40:59.345294,27
AbrahamDemirel,Well Said Trump Im not even your fan but Im with the honest opinion,13,2019-11-14 10:40:59.345294,71
matthew2008able,No fair play to him Am not a fan of the US presidents or any goverment high up officals but fair dues and fair play call a spade a spade,0,2020-11-13 10:40:59.345294,138
universee3717,I misunderstood President Trump after seeing whats happened during presidential election I finally firgured out that Trump was always right,0,2021-11-13 10:40:59.345294,143
taherzahrani201,Hes funny,0,2022-11-13 10:40:59.345294,10
animalhousesanctuary6566,I love Trump I miss him being in the White House,2,2023-04-17 10:40:59.345294,49
shannonazzif766,to be fair that reporter was being pretty obnoxious,1,2022-12-18 10:40:59.345294,52
MegaVSable,That guy just wont stop wtf is wrong with him Have some respect for your president,12,2020-11-13 10:40:59.345294,83
Stefan-su5wg,Putin has a special kind of treatment for impolite reporters,0,2021-11-13 10:40:59.345294,61
bennybronx4990,Oh how I miss this stuff,0,2021-11-13 10:40:59.345294,24
chrispaul4088,Only In America you can do this to a President and not get accidentally killed Merica,1,2022-11-13 10:40:59.345294,87
bryandass368,"I dont know why every1 hates trump
Everything ive seen of him is just him being a normal guy and being in the right",1,2023-09-14 10:40:59.345294,117
macnx3637,Thats how every reporter should be,3,2023-07-16 10:40:59.345294,36
ryantres85,"Can I ask another question
Thats enough
Ok
And that wouldve been the end of it But Acosta acted that way just to get a reaction",30,2019-11-14 10:40:59.345294,137
angrybird5699,Trump was still talking calmly even when the reporter started raising his voice Such a humble person he is,1,2020-11-13 10:40:59.345294,108
giovannygonzalez4240,love this,0,2020-11-13 10:40:59.345294,9
tristen224,What an embarrassment of both parties,0,2022-11-13 10:40:59.345294,38
DomOfSin666,Im by no means a Trump supporter but the reporter was constantly interupting him and being totally disrespectful If this is what Trump has to deal with on a daily basis then I understand why he has all this beef with news corporations,0,2021-11-13 10:40:59.345294,239
dannydingus3416,Well once again you might as well been looking in a mirror cuz he was talking about himself,0,2023-11-06 10:40:59.345294,91
skoots6303,This got more views than the number of people who read Jim Acostas book,88,2019-11-14 10:40:59.345294,73
TroyProutyShow,and the way Trump treats people is like he is an authoritarian,0,2022-11-13 10:40:59.345294,62
user-qc2ge6ob5q,The disrespect he shows to the president is astounding this only happens in the USA  No respect whatsoever its embarrassing,0,2023-09-14 10:40:59.345294,125
JakeRepinski9606,Oh yeah he really attacked him,1,2022-11-13 10:40:59.345294,30
seeksvengeance8827,I remember how we used to be so gay and fancy free walking in parks seeing the lovely flowers our hearts were so English we loved our brothers and sisters,0,2020-11-13 10:40:59.345294,156
wiratjajadi,I think you should let me run the countryYou run CNN and if you did it well your ratings would be much better Thats enough Put down the mic Love these words Love Donald Trump,3,2023-04-17 10:40:59.345294,181
kierstencreates958,Okay just sit down please,45,2020-11-13 10:40:59.345294,27
ObamaMama90,"We need a president who stands up for us and for our Nations issues President Trump accomplished more positives than any other previous president 
We need a president with high energy and hot blood
Not as sleepy Joe low energy and cold blooded",0,2023-02-16 10:40:59.345294,250
jasminkuka5539,"I started out disliking Trump but today I have a totally different opinion about him He has handled Americas economy with shrewdness and in his indomitable style lift it out of the muck
Only he can set China straight No more nonsensical politics just straight talk",0,2020-11-13 10:40:59.345294,269
jayp5988,That reporter was so disrespectful,0,2023-11-09 10:40:59.345294,34
sammy7640,President Trump tells the truth,1,2022-11-13 10:40:59.345294,33
SynthCity-mx5oe,Hes not wrong,1,2022-11-13 10:40:59.345294,15
alterego9791,Now attacking someone is having a different opinion,19,2019-11-14 10:40:59.345294,54
mmkrmyth9808,"They didnt come from Hollywood

If you did it well your ratings would be much better",1,2022-11-13 10:40:59.345294,90
bobleblanc4282,Wouldnt it be great if Trump could actually answer a question without being defensive and rude,0,2020-11-13 10:40:59.345294,96
whc7958,Im surprise he didnt try to fire him,0,2022-11-13 10:40:59.345294,39
scottskorupa107,Im not fan of Trump at all but Biden is the real Mr Potato Head,3,2023-04-17 10:40:59.345294,71
koalagree9119,Trump sounds like Michael Scott hating on Toby,1,2022-11-13 10:40:59.345294,46
nicolesumski1233,He really just said Miss President,9,2019-11-14 10:40:59.345294,37
keifer7813,"Let me do my job and you do yours 

One of the worst ways to respond to criticism especially when its part of the job lol imagine sports stars responding like that when asked about their performance",0,2022-11-13 10:40:59.345294,203
jonrobbin170,Trump was awesome we need a strong leader like him,0,2022-11-13 10:40:59.345294,50
davidnichol6282,When mr Trump says thats enough the point still remains the world primarily is interested in the story about Trump not the journalist that said some still try to cause problems for Trump anyway,0,2022-11-13 10:40:59.345294,195
BootyWarriorFleeceJohnson,And we miss him so much ,1,2022-11-13 10:40:59.345294,25
klbills8804,Remember when nobody said anything to Jim Acosta for his persistent and far more extreme  behavior than this gentlemen,0,2023-07-16 10:40:59.345294,119
sidu1237,most of the reporters nowadays need manners etiquette and training Instead of listening they interrupt possibly to show off,12,2020-11-13 10:40:59.345294,130
kylewilliams4414,Im starting to really love trump I wish the uk had someone par for par as genuine and cut throat,1,2020-11-13 10:40:59.345294,97
mikikaboom9084,Hes such a brilliant president shame we dont have anyone like him here in Poland,2,2020-11-13 10:40:59.345294,83
hunter2442,The reporter is really rude,0,2022-11-13 10:40:59.345294,29
debblackmore7460,This is just doctor orders lockdown drop the Mike pmsl needed this cheers me up stay safe everyone xx,0,2020-11-13 10:40:59.345294,101
cjisawesome3686,Thats fair Mr President Gosh I miss President Trump I never thought I would say that,0,2022-11-13 10:40:59.345294,88
worstforever1999,"You are the enemy of the people
Lol",471,2020-11-13 10:40:59.345294,39
softroseforyou7457,I have to agree with Trump on this one All migrants must come here legally and have their picture taken Every one who lives in the United States must do their share and pay taxes It is not fair that some people live here and not pay taxes and others do,1,2023-10-14 10:40:59.345294,259
LevinsReview,I miss trump America and the entire world is not the same without him,0,2022-11-13 10:40:59.345294,71
VAN-wy3hq,A poor mans George Clooney attacks the president of the United States There fixed the title for you,0,2022-11-13 10:40:59.345294,106
patmarkus5569,The respect goes to the reporter the president isnt made for the White House,0,2020-11-13 10:40:59.345294,77
roachdoggjr54,i think berates would be the more appropriate term for this situation ,0,2022-11-13 10:40:59.345294,73
zolombomcgillicutty8278,He is absolutely right  CNN reporter was very rude needed to zip it when told to,12,2022-11-13 10:40:59.345294,82
johnpestano22,the CostaTrump rivalry is funny,0,2021-11-13 10:40:59.345294,32
robertogonzales1956,Trump is the last person to label someone as being rude Trump is not smart enough to know Jim Acosta is going to ask him a tough question He shouldnt call on him,0,2021-11-13 10:40:59.345294,165
artdaydesigns,Reporter Hes just a disrespectful mediocre political agitator,3,2023-04-17 10:40:59.345294,65
MsEvilgenius101,You guys are missing the point This isnt about migrants coming in legally nobody is really debating that We re just looking at he treats reporters every time he gets asked a simple question He gets his panties up in a bunch all the time,0,2020-11-13 10:40:59.345294,242
mikelariviere0910,Trump also calls the kettle black and throws boulders in glass houses,0,2023-09-14 10:40:59.345294,69
xxmrxxohioxxmobbxxsquadxx2023,No hes right with what hes saying against the reporters,14,2020-11-13 10:40:59.345294,57
juyacity3734,Love Trump from Iran respect him ,0,2022-11-13 10:40:59.345294,36
jlr_1037,We need this man back,2,2022-11-13 10:40:59.345294,25
ejdiicuf,"CNN exists

Trump and I took that personally",0,2022-11-13 10:40:59.345294,51
charlesmartel8228,"The reporter deserved it Trump does not get intimidated by the media
Imagine what would be the headlines if the same was done to Obama",1,2020-11-13 10:40:59.345294,137
AlenAlic,I miss Trump so much  legend,0,2022-11-13 10:40:59.345294,28
Th_Uslss_Indvdl,Plot twist he was just repeating what someone told him earlier,35,2021-11-13 10:40:59.345294,63
josephmcnamee9622,You gotta admit even tho all politicians are corrupt atleast we had some comedy when trump was in office,0,2021-11-13 10:40:59.345294,104
siddharthabosechowdhury989,certainly the reporter has ashamed the entire journalist diasporahe is arguing with the President in a volatile manner he lacks courtesy on all fronts,0,2020-11-13 10:40:59.345294,154
craigm72,"He asked could I ask another question
Trump said No thats enough So next question

Thats it in a fkn nutshell",0,2022-11-13 10:40:59.345294,116
charlesyang1292,I dont like the word invasion but I agree what Trump said they have to come in legally because that will help the country gain more elite for various industries,0,2020-11-13 10:40:59.345294,164
arifcoco,I agree with u Donald That is what im trying to impose here Ppl misundertood n did bad things to me,0,2022-11-13 10:40:59.345294,102
katielam9844,Donald Trump didnt attack him at all,70,2021-11-13 10:40:59.345294,37
hellosir9179,Missing old memories,0,2022-12-18 10:40:59.345294,20
npats9465,"However bad the reporter was Trump was 
appeared to be a little too I am Daddy and what I say goes He came across as being rude and annoying and that classic of politicians EVASIVE Thats just one opinion about this one clip before anyone comes after me",0,2020-11-13 10:40:59.345294,261
bman6065,Rude and terrible person Aint that calling the kettle black,0,2022-11-13 10:40:59.345294,64
mohdkaif5534,They should learn from our Indian reporters how to respect the president,3,2020-11-13 10:40:59.345294,73
LebanonJames420,Go ahead,1,2022-12-18 10:40:59.345294,10
shubhamrai156,Who is here after you are terrible reporter,403,2020-11-13 10:40:59.345294,45
steveprentice4513,Trump is an awesome guy A real mans man,0,2020-11-13 10:40:59.345294,42
infinightsky,Typically trump reacts like a child to even the slightest criticism,0,2022-11-13 10:40:59.345294,68
annlilian8071,He dosent listen the interviewer,0,2023-11-05 10:40:59.345294,33
jeremykooi6215,I love and respect the toughness in Trump thats what makes him a great leader Hes not a wimp like Biden,1,2022-11-13 10:40:59.345294,108
baantalingngam,Takes one to know one,0,2023-02-16 10:40:59.345294,21
suzaic9139,I dont understand why he was not escorted out the building How disrespectful,245,2019-11-14 10:40:59.345294,79
benaissa9684,"Im not a Trump supporter but in this one Trump is right He asked a question he should have stopped and listen to the answer Its not a debate
The reporter is more fit to do police interrogations",0,2021-11-13 10:40:59.345294,200
Turbulence333,Bring this man back,0,2022-12-18 10:40:59.345294,22
ArlenBroege-hi1zi,If I had been Trump I would have went out and took the microphone away from him,0,2023-11-12 14:40:59.345294,79
richardrodriguez4229,Trump is upset at the CNN Reporter because he didnt buy him a drink at the bar and Stormy Daniels wouldnt spend the night with him,0,2023-03-18 10:40:59.345294,134
EMBODIMENTOFAGONY,Dont say attacked quit making this guy seem bad,0,2022-11-13 10:40:59.345294,50
maxpowers518,Who else is watching this to practice their Trump impression,12,2020-11-13 10:40:59.345294,61
iwillnotcomply2002,Trump is great and has every right,2,2021-11-13 10:40:59.345294,37
iVitaliy1,Donny was this close to coming down there and throwing some fists lol,1,2020-11-13 10:40:59.345294,70
vmshastri4983,Who attached who here Trump was under attack here and he defended himself like a pro,2,2022-11-13 10:40:59.345294,86
user-jp3wl4fg2h,That is the Trumps version of Democracy It seems more like Putin in Russia when he brilliantly evade the uncomfortable questions,0,2021-11-13 10:40:59.345294,134
--SPQR--,This is 2023 and turns out Trump was right all along,2,2023-07-16 10:40:59.345294,53
creative123style7,I dont like TRUMP but he knows what hes talking about That reporter needs to shut up,254,2020-11-13 10:40:59.345294,87
ChillingFacts44,Trump has to face questions that might be tough at a president This is absolutely ridiculous Not even mentioning how disrespectful he is towards an American to whom he is meant to serve as president,4,2021-11-13 10:40:59.345294,200
marion2330,Argentina necesita un presidente así Van a ver como se acaba la joda,0,2021-11-13 10:40:59.345294,69
matthewwilliams8339,Love Trump,4,2023-03-18 10:40:59.345294,10
Asiyagill,Trump is right Peopl need legal paper work to enter in any country  So many peopl come to enter other countries illegally Appreciated Trumps action,1,2020-11-13 10:40:59.345294,152
skeezer180,This Guy for some reason always seems to be in trouble  perhaps he needs to receive someform of healing,0,2023-09-14 10:40:59.345294,104
gaisenseineemo4333,126 lmao that lady,24,2020-11-13 10:40:59.345294,19
samuelisrael7586,"Trump is legend 
What a great man",1,2020-11-13 10:40:59.345294,33
Bella-iy2kw,Those companies trump was talking about are going to start running away bc of Bidens raise on taxes We have the immigrants but not the jobs,0,2021-11-13 10:40:59.345294,141
eymannassole6162,"You are a very rude and terrible person
                                    rude terrible person",5,2022-11-13 10:40:59.345294,99
randomtrooper.8646,"You are a rude terrible person

Quite bold coming from you Donald",34,2021-11-13 10:40:59.345294,70
fatimadaher7499,We and Trump are very different but we have a common enemy ,0,2022-11-13 10:40:59.345294,60
navdeepgusain3059,"For once I agree with him
The report was not showing any decency 
Dont respect the person but the post",29,2021-11-13 10:40:59.345294,106
kiingkhris8968,youre a rude terrible person but trump was literally the one interrupting him when he was asking the question,1,2020-11-13 10:40:59.345294,113
mckaystillman5086,Trump is a pure badass,0,2020-11-13 10:40:59.345294,23
jokjoan,"Are the reporters in that country didnt finish kindergarten
Rude af",0,2022-11-13 10:40:59.345294,70
heliosk8432,I dont like trump but hes entertaining how he makes a fool of himself,0,2020-11-13 10:40:59.345294,71
marvinevans5209,Sounds like something a female would say at the wrong time of the month,0,2022-11-13 10:40:59.345294,72
TravyJsSpace,We have a difference of opinion straight up though lol accept it,8,2022-11-13 10:40:59.345294,67
robertomartin4453,What uneducated media reporters A civilized dialogue means letting the one you communicate with end and then you can start Interrupts contradicts strikes with inappropriate words at the person President of the USA I believe that WH does not have strict rules for communicating with the media regarding morality and civilization in the dialogues that take place with the Presidential Institution WH must impose strict civilized and moral rules on reporters looking for the sensational and not present necessary information to the general public,0,2020-11-13 10:40:59.345294,550
Duzycztowiek,Trump is like that annoying sub that doesnt know what is going on but wants things his way lol,0,2021-11-13 10:40:59.345294,96
smylmvv,It seems that he being asked so much,0,2023-07-16 10:40:59.345294,37
ytmarian1583,Wow Trump really hates reporters,0,2021-11-13 10:40:59.345294,35
jamesgotwalt9446,"Imagine if they question Biden like this 

Mental breakdown in 5 4 3",1,2023-05-17 10:40:59.345294,68
nideeshc4527,You are the enemy of the people,127,2020-11-13 10:40:59.345294,33
robertcummings3570,This was a few years ago but watching this reminds me again of just how errigant and an embarrassment to the office that he held he was Joe Biden needs to go but the last thing this country needs is Trump back in the White House,0,2023-11-06 10:40:59.345294,232
federicopagano6590,I love Donalds personality,0,2020-11-13 10:40:59.345294,27
user-rc2xs5ti2w,I saw this one The journalist has no notions low level fellow,0,2023-08-15 10:40:59.345294,63
LordHannigan,"Reporter Sir what is 2 plus 2 
Trump you are a terrible person and are extremely rude",2,2021-11-13 10:40:59.345294,89
walterheublein5848,i know the reporter dont cheat on his wife the way Donnie cheats on his wife,1,2023-09-14 10:40:59.345294,78
wadep9916,Does Jim Acosta think hes the only reporter there with questions They should escort him outside,10,2020-11-13 10:40:59.345294,100
fernandoribeiro7738,Europe needs someone like TRUMP to MAKE EUROPE GREAT AGAIN,0,2020-11-13 10:40:59.345294,58
moisepicard5883,WE COULD NEVER BE MORE PROUDER OF PAPA JOE,4,2021-11-13 10:40:59.345294,104
sdriscoll1757,Lol hey werent actors,0,2022-11-13 10:40:59.345294,27
MarmaladeStex,"Due to recent events the Next War could be the Mask wearers v The Non Mask wearers
Mask Wearers Led by Zorro or The Lone Ranger  Noel Gallagher Leading the Non Mask wearers",0,2021-11-13 10:40:59.345294,177
user-ef6be8jd4u,That hand shaking shuuuuft,0,2023-10-14 10:40:59.345294,26
luisquezada7394,He tried to tell us about CNN,10,2022-11-13 10:40:59.345294,30
seferino,Man Trump is the fastest in the wild west,0,2020-11-13 10:40:59.345294,43
siyyamfarrukh8248,Im against Trump and his policies but have to give it to him for entertainment always makes me laugh,0,2022-11-13 10:40:59.345294,100
jamesneuzil5393,Yeah this is what happens when you corner a criminal,0,2022-11-13 10:40:59.345294,54
alanalba1024,I understand the negative reputation the reporter has But why is it so hard for him to just answer the question And no saying  we have different opinions does not answer the question Lets be honest trump comes to a press conference and thinks that not one question will criticize his policies or decisions And when he does realize that a reporter is going to ask a question that he doesnt like he simply gets to avoid it by calling the reporter rude and horrible at his job No this isnt presidential behavior but the again what can you expect from a man with no background in politics whose only known for his reality tv shows And please dont call him a businessman we all know he many times hes declared bankruptcy,0,2021-11-13 10:40:59.345294,735
crazy.horse.,Well done Trump,2,2022-12-18 10:40:59.345294,15
silveroflegends7635,you mean CNN reporter tries attacking trump but fails,27,2020-11-13 10:40:59.345294,53
BU7TER,"I love how Trump calls all these reporters rude or terrible for asking questions he SHOULD be able to answer being the president
Trump is a bully a rude and terrible person",1,2021-11-13 10:40:59.345294,176
PreachYoung,Trump works for the people of America and in our best interests,0,2021-11-13 10:40:59.345294,63
sarudi51980,More right than ever,0,2022-11-13 10:40:59.345294,20
TrickyTree999,Why would anyone want to go to the US Norway has the best standard of living in the world,1,2023-08-15 10:40:59.345294,90
petegarza2025,Donald Trump calling someone else RUDE and TERRIBLENow thats RICH,0,2022-11-13 10:40:59.345294,73
marcellasteles,This man lost his job after that He crossed the limits,26,2020-11-13 10:40:59.345294,56
Inspectkravchenko,America needs Trump again defenitely the coolest president in the world,3,2022-11-13 10:40:59.345294,73
claudioavondo4789,Great Trump I wish we have such a President in Italy At the UE meeting all should kneel down Great Trump,0,2020-11-13 10:40:59.345294,108
Weselybrockett-gy8bm,Trump probably thought it was dodge carvan,1,2023-07-16 10:40:59.345294,43
mikepersico328,I LOVE IT when intelligent people put  arogent  liberal reporters in there  place ,0,2022-11-13 10:40:59.345294,84
calvinli9801,The more you listen to cnn reporters holy shii,0,2022-11-13 10:40:59.345294,52
snofy7415,Haha Do they not know the true definition of attacks,36,2020-11-13 10:40:59.345294,56
andrewhansen6213,Trump was so much fun lol Biden actually makes me miss trump being president,0,2022-11-13 10:40:59.345294,76
parikshithooda7641,as a caa supporter in india i support trump to stop illegal immigrants American media is nuts in so many ways,0,2020-11-13 10:40:59.345294,111
jaelpayano6860,Here we go,0,2022-11-13 10:40:59.345294,12
SeiyaSoiya-un4jj,Trump got more right than wrong in this exchange,0,2023-10-14 10:40:59.345294,49
kaima8002,attacks huh I think it was the other way around Guardian News,1,2023-10-14 10:40:59.345294,65
EmperorMays,If I can be honest and I may be getting hate for this which is okay but I wanna say this From what I can observe in the video the journalist was attacking President Trump as he was trying to answer questions and trying to be professional at that given time His comment made sense because when Trump tried to answer another the journalist kept trying to debate with him which is obviously not his job to do they are suppose to ask questions,34,2019-11-14 10:40:59.345294,449
ChocolateTony,Trump is right here Terrible reporter he has collegues who have questions too and they have limited time he is not the only one in the room,0,2020-11-13 10:40:59.345294,141
narti7670,Trump is the greatest president that country ever had,1,2021-11-13 10:40:59.345294,54
fiotechnicalvideos9593,Dont attack him so much,0,2023-02-16 10:40:59.345294,25
alexmalevanyy324,"I love our President Donald Trump  
He is funny",0,2021-11-13 10:40:59.345294,47
kanoriv2062,what a president rude till this day I dont believe that thing whas the leader of this country ,2,2022-11-13 10:40:59.345294,96
jacktrueman2859,He attacked the CNN Reporter  Why does everyone have to be antitrump just because its the mainstream opinion He was defending himself,34,2020-11-13 10:40:59.345294,140
anujarora381,Trump is a great leader media should be ashamed of accusing him despite his serious efforts for his country He is a strong president,0,2020-11-13 10:40:59.345294,135
seonggijeong8232,World peace and human rights  We respect the culture of building a media platform for the economy and healthcare and a human rightsbased vaccine platform for the present and future of the 21st century  We also trust and respect the culture of the 21st century   global community,0,2022-11-13 10:40:59.345294,283
masterchief5334,Looks like weve found Piers Morgans brother,0,2022-11-13 10:40:59.345294,45
saidiraamane8445,EVERYONE FEELS FOR TRUMP FOR SOME REASON NO THEY CANT REMOTE VIEW THAT FAR ,0,2023-08-15 10:40:59.345294,81
zdani3,He was right,1,2022-11-13 10:40:59.345294,12
mrmando2745,Attacked Dude he put him in his place That reporter was awful,1,2020-11-13 10:40:59.345294,64
cjjuddaustralianartist,Trump is just the greatest no doubts,0,2020-11-13 10:40:59.345294,38
pabloazarazarpablo1105,The Graham Windham Foundation We are a nonprofit organization that provides services to children and families We are the home for orphans We also thank the naturalized police officer Youssef for his donation of half a million dollars in cash as a donation to the Foundation and the care of infant orphans Thank you for speaking and advertising on YouTube Pablos Bazar Foundation Graham Windham for making a donation to the Foundation responsible for policeman Youssef Azar and publicist David Isabella Graham New York United States,0,2022-11-13 10:40:59.345294,541
fitofito1001,He is,0,2022-12-18 10:40:59.345294,6
christopherfoote4643,Trump telling someone they are rude and obnoxious seems hypocritical to me,0,2021-11-13 10:40:59.345294,74
tonymu2976,This is what a President looks like,0,2023-11-01 10:40:59.345294,35
h.-miguelferrertena1449,Best president ever thats how you have to deal with media,118,2021-11-13 10:40:59.345294,58
juannicia5961,Trump is a wise plus person,0,2022-12-18 10:40:59.345294,28
Enoughsenoughnomas,trump throws a tantrum like a little 2 year old when he doesnt like a question and then says how rude his supporters SWEET LORD THE GENIUS OH MY GOSH HOW DOES HE DO IT,1,2020-11-13 10:40:59.345294,187
mr.bluestone1276,Thats completely hypocritical LOL,1,2022-11-13 10:40:59.345294,33
SalimOfShadow,"Basically CNN saidHeres what you need to ask himfor every question you do to him well play 4000 bucks
I would have done the same or even worse hahhaa",0,2022-11-13 10:40:59.345294,156
ajayisamuel8683,The girl who took the mike is  goated,0,2023-07-16 10:40:59.345294,37
vonjt4077,148 he was gonna go and do it himself,19,2021-11-13 10:40:59.345294,38
dilippatel7256,"VOTE FOR DONALD TRUMP FOR THE 2020 PRESIDENTIAL ELECTIONS THE GREATEST MAN  HUMANITARIAN TO BE IN THE OVAL OFFICE
THE WORLD OWES YOU AND WILL FOREVER BE INDEBTED TO YOU SIR",0,2020-11-13 10:40:59.345294,176
Matik666Minecraft,I feel like in a classrom when Mr ex presiddent Don says just sit down please,0,2021-11-13 10:40:59.345294,82
AryanSingh-yp8dj,He is not wrong,0,2022-11-13 10:40:59.345294,15
chelo2626ify,Trump now you get to sit down and watch a real leader do a press conference without discrimination of where they come from,2,2021-11-13 10:40:59.345294,123
Beachdude67,I so miss Trump as president,2,2023-03-18 10:40:59.345294,29
administratorsnake1089,Trump didnt even attack him  nice job CNN,77,2019-11-14 10:40:59.345294,46
vediveni99,That so fun to stand in front of the president and ask him questions pointing fingers at himhope we could do that to Indian politicians,0,2021-11-13 10:40:59.345294,136
SuperDuperSuperMike,One thing Trump isnt is a politician and statesman but he is a rude and arrogant person I grieve for the American people but they have a chance soon to put things right,1,2020-11-13 10:40:59.345294,173
joshuasJR,They can stay up too 10 years on theyre government assistance for hardship of theyre country,0,2022-11-13 10:40:59.345294,95
user-ll9fp8eh8f,Lol you are such a trooper Trump,0,2023-11-08 10:40:59.345294,35
alexortega9645,Bet that reporter is laughing now after Trumps 4th indictment,0,2023-09-14 10:40:59.345294,62
vanthai7358,Way to go Mr President Please absolutely secure the border to restore the rule of law and keep America great,10,2019-11-14 10:40:59.345294,111
abdulahmoula7196,President Trump is greatly admired for his fine sense of humor,1,2021-11-13 10:40:59.345294,64
gd9259,Hes the funniest man on the planet Hate him or love you cant deny that,0,2023-09-14 10:40:59.345294,74
